Time (s),Pressure (Pa)
2.14,100955.7598242063
2.15,100878.30342766814
2.16,100824.65911209832
2.17,100885.64672350536
2.18,101004.19122867123
2.19,100963.19535617587
2.2,100914.52952119401
2.21,100933.8849488461
2.22,101017.81408575008
2.23,100941.99284914476
2.24,100939.74087941184
2.25,100916.1398633915
2.2600000000000002,101067.84672708643
2.27,101067.21471168584
2.2800000000000002,101116.55168798387
2.29,100921.30301062379
2.3000000000000003,100858.14501019564
2.31,100880.70544967841
2.32,100831.0614658834
2.33,100919.3069329832
2.34,100878.65580796915
2.35,101150.48241001711
2.36,101044.04263898804
2.37,101106.19144183617
2.38,100930.81472115619
2.39,101036.88534065656
2.4,100985.70511014559
2.41,101130.18375059888
2.42,101012.99924823576
2.43,101004.08801984358
2.44,101185.43135560359
2.45,100923.1972095229
2.46,100940.53657925074
2.47,101088.99880008021
2.48,101100.23665285083
2.49,100930.79077264889
2.5,101159.98765501998
2.5100000000000002,100886.72762663805
2.52,100872.66798740506
2.5300000000000002,101118.9967574277
2.54,101002.36017092856
2.5500000000000003,101002.72868818423
2.56,101023.10834517423
2.57,101237.6213871956
2.58,101049.07604672344
2.59,101117.7795863815
2.6,100978.6079182713
2.61,101103.06262996169
2.62,101116.82847388684
2.63,100898.67022855386
2.64,101371.93873744064
2.65,101180.46775931606
2.66,101152.57181726623
2.67,101151.09912921416
2.68,101112.72568046061
2.69,101105.00547692165
2.7,101231.81154903403
2.71,101096.63967862786
2.72,101069.5367134248
2.73,100983.97075506889
2.74,101107.35448637123
2.75,101230.02826478086
2.7600000000000002,101090.90067110327
2.77,101089.47826335652
2.7800000000000002,101074.98557056069
2.79,101254.7873022373
2.8000000000000003,100984.7088616862
2.81,101146.33998184465
2.82,101095.65573032605
2.83,101306.45904924789
2.84,101024.33435485563
2.85,101220.98898804662
2.86,101179.80231009521
2.87,101365.95559287026
2.88,101238.80858406401
2.89,101408.49787919625
2.9,101160.59016410704
2.91,101150.59247668347
2.92,101243.91425083888
2.93,101078.61542822482
2.94,101140.75775335502
2.95,101318.67448385911
2.96,101209.57103106265
2.97,101213.50329036839
2.98,101266.52676540549
2.99,101180.94893112738
3.0,101173.86304760788
3.0100000000000002,101129.43617920639
3.02,101274.7947507586
3.0300000000000002,101202.90135663594
3.04,101114.02625322861
3.0500000000000003,101242.89008716847
3.06,101298.40462419156
3.0700000000000003,101262.84515257429
3.08,101196.68967033536
3.09,101144.58213617472
3.1,101200.41734755394
3.11,101435.4318429442
3.12,101352.79456888253
3.13,101317.1339197871
3.14,101583.80615567637
3.15,101445.16477605911
3.16,101406.30884067049
3.17,101289.80727338271
3.18,101218.63690950109
3.19,101327.85441455083
3.2,101387.17653331137
3.21,101331.55635150256
3.22,101305.10322989499
3.23,101465.54719652682
3.24,101289.36186116048
3.25,101154.04027807075
3.2600000000000002,101098.74070122284
3.27,101195.34951929093
3.2800000000000002,101022.59940539498
3.29,101000.58722610452
3.3000000000000003,101309.98272359866
3.31,101345.92673505792
3.3200000000000003,101058.75508656827
3.33,101135.20388983481
3.34,101017.6185734407
3.35,101131.85893494071
3.36,100978.75034362201
3.37,100811.28303290348
3.38,100860.84005859855
3.39,100862.89155534781
3.4,100777.11980632223
3.41,100809.52914486587
3.42,100952.00060359976
3.43,100871.76274535744
3.44,100780.0124856289
3.45,100669.4441870897
3.46,100681.54484691238
3.47,100614.9943267198
3.48,100761.61580683917
3.49,100517.41765789487
3.5,100494.8722845496
3.5100000000000002,100355.90325735859
3.52,100524.87080042217
3.5300000000000002,100597.77234164962
3.54,100427.22926877289
3.5500000000000003,100449.13346853507
3.56,100368.90945561239
3.5700000000000003,100418.39678604381
3.58,100451.66406612813
3.59,100479.27045651924
3.6,100282.96797221161
3.61,100271.16427618984
3.62,100335.77635373473
3.63,100123.93620767911
3.64,100258.89737284927
3.65,100267.64157995944
3.66,99987.96798536606
3.67,100011.80183503364
3.68,100003.21383916885
3.69,100073.73826124307
3.7,100130.32117449807
3.71,100025.04786120132
3.72,100018.80353322205
3.73,100038.91932264995
3.74,100057.63355014309
3.75,99810.88861489964
3.7600000000000002,99639.83280718837
3.77,99821.31894854404
3.7800000000000002,99754.90514874201
3.79,99828.51091510011
3.8000000000000003,99839.25445355108
3.81,99779.62040763306
3.8200000000000003,99835.36604125459
3.83,99465.51531299407
3.84,99581.9933271505
3.85,99523.69541948565
3.86,99521.05712921628
3.87,99609.48994255743
3.88,99538.05295413242
3.89,99560.52526380848
3.9,99561.3557167319
3.91,99264.63154230079
3.92,99491.36596688152
3.93,99413.96720863112
3.94,99437.0732627303
3.95,99415.50544224522
3.96,99500.87390354332
3.97,99411.334997226
3.98,99160.04823961447
3.99,99141.02943664673
4.0,99048.99166293103
4.01,99028.82656405334
4.0200000000000005,99181.32229534717
4.03,99013.7368877339
4.04,99179.9115433247
4.05,99296.66638019522
4.0600000000000005,99000.81408101502
4.07,99035.76811615053
4.08,98796.74365426139
4.09,99122.92085267838
4.1,98908.35141416105
4.11,98911.08077605585
4.12,98978.31983473683
4.13,98683.68849922127
4.14,98755.26100735264
4.15,98865.77093580266
4.16,98828.06450666426
4.17,98843.55576189252
4.18,98751.99063398868
4.19,98749.07968658158
4.2,98624.96101860455
4.21,98533.48934782586
4.22,98671.07273563063
4.23,98424.1171706782
4.24,98463.71393442983
4.25,98509.37854563582
4.26,98580.91868128788
4.2700000000000005,98351.54233258721
4.28,98379.29978258518
4.29,98407.15614335689
4.3,98287.24122912837
4.3100000000000005,98397.47316124175
4.32,98205.61836705501
4.33,98316.9851970198
4.34,98286.00728259454
4.3500000000000005,98218.22784763962
4.36,98209.91278177497
4.37,98195.64026840878
4.38,98194.82384467976
4.39,98026.40215359899
4.4,97890.28751347936
4.41,97894.59188541303
4.42,97969.08964795635
4.43,97767.52663906485
4.44,98104.24490401946
4.45,97725.8555417641
4.46,97834.82421760884
4.47,97916.65934241479
4.48,97718.83020735525
4.49,97837.05349991014
4.5,97738.95880733742
4.51,97636.22708149895
4.5200000000000005,97506.58086196618
4.53,97676.25363842437
4.54,97549.84764648657
4.55,97584.64839856557
4.5600000000000005,97593.86334948083
4.57,97464.61896684676
4.58,97719.07157544827
4.59,97467.41511811248
4.6000000000000005,97253.57135727644
4.61,97276.66688684789
4.62,97339.16810284693
4.63,97357.4871877008
4.64,97176.52026109528
4.65,97197.89688815021
4.66,97355.46353545805
4.67,97197.33041914528
4.68,97058.44504612326
4.69,97265.00951842807
4.7,96942.28244270354
4.71,97035.34984643174
4.72,96974.07210662733
4.73,96863.80090431683
4.74,96956.65219694567
4.75,97055.16667674568
4.76,96875.55039885569
4.7700000000000005,96713.04839427306
4.78,96955.6422129087
4.79,96935.4099126681
4.8,96884.57660448257
4.8100000000000005,97007.67414590776
4.82,96899.73449560197
4.83,96807.27366973832
4.84,96763.90937402696
4.8500000000000005,96850.40677620558
4.86,96816.89779433222
4.87,96726.46914599868
4.88,96654.134954023
4.89,96621.8750571231
4.9,96709.09671898236
4.91,96609.46451881147
4.92,96408.81184100386
4.93,96525.77159652738
4.94,96343.67267640267
4.95,96418.4730493986
4.96,96473.6233184464
4.97,96499.34233592551
4.98,96464.48411716195
4.99,96397.07009586599
5.0,96719.37171942521
5.01,96567.27928207726
5.0200000000000005,96473.70660175185
5.03,96500.84062520682
5.04,96324.39159486296
5.05,96562.30105518646
5.0600000000000005,96449.37324982106
5.07,96430.04311623015
5.08,96250.15047239064
5.09,96423.99137651766
5.1000000000000005,96393.96141321707
5.11,96356.20358635376
5.12,96218.41397894266
5.13,96146.94879968367
5.14,96086.00172165985
5.15,96188.4566908014
5.16,96363.2526832227
5.17,96228.06084191214
5.18,95994.51364658037
5.19,96341.20853867705
5.2,96039.65447842874
5.21,96037.82267419425
5.22,96126.64929312465
5.23,96079.13272092133
5.24,96065.30869787377
5.25,95852.98997458669
5.26,96017.22661877175
5.2700000000000005,95879.66703865163
5.28,95933.18006388523
5.29,96070.16493320624
5.3,95813.72052013471
5.3100000000000005,96003.23674735193
5.32,95943.20498082033
5.33,95844.15831930419
5.34,95857.42520395225
5.3500000000000005,96124.06433503944
5.36,95914.72167042528
5.37,95834.46425941083
5.38,95846.35685761005
5.39,95830.87529679586
5.4,95677.31515000002
5.41,95726.00180519265
5.42,95829.91527216128
5.43,95684.5214116852
5.44,95517.83915271194
5.45,95592.36574247813
5.46,95888.99666750878
5.47,95697.86908247483
5.48,95707.23357691415
5.49,95562.99197605913
5.5,95664.07573140989
5.51,95626.03652854884
5.5200000000000005,95498.32715110535
5.53,95293.8849971391
5.54,95411.98309095364
5.55,95476.07107839941
5.5600000000000005,95527.6746658588
5.57,95466.85180533642
5.58,95494.56088085542
5.59,95320.85250937498
5.6000000000000005,95374.6805489942
5.61,95331.73047901137
5.62,95308.36140865716
5.63,95260.72009272935
5.64,95434.2353458565
5.65,95512.90641809905
5.66,95286.08826275791
5.67,95278.80254433671
5.68,95313.04737621873
5.69,95279.80013684892
5.7,95220.66917381469
5.71,95124.56643520354
5.72,95129.91312880727
5.73,95081.3194314722
5.74,95147.71045496047
5.75,95136.10004498283
5.76,94989.2199437514
5.7700000000000005,94936.08871211729
5.78,94977.55834554225
5.79,95052.75566751436
5.8,94986.04115535834
5.8100000000000005,95182.82377149069
5.82,94894.71352920763
5.83,94753.35494270755
5.84,94850.00094253288
5.8500000000000005,94843.36783810145
5.86,94960.62256654789
5.87,94954.78522333952
5.88,94698.00171677781
5.89,94896.58284718337
5.9,94835.09055919551
5.91,94698.69202099512
5.92,94694.4807813719
5.93,94843.69725851074
5.94,94590.92162562982
5.95,94600.46327443457
5.96,94530.8671583327
5.97,94609.72046299001
5.98,94601.83409774714
5.99,94444.62400815861
6.0,94610.19936085839
6.01,94594.3096159208
6.0200000000000005,94413.86758636306
6.03,94485.78992205324
6.04,94335.64748000952
6.05,94601.03097536371
6.0600000000000005,94325.81530124645
6.07,94495.3397671519
6.08,94297.03223901073
6.09,94272.37700515885
6.1000000000000005,94300.716245865
6.11,94242.03430750886
6.12,94367.41677006586
6.13,94241.7053235314
6.140000000000001,94302.02221120219
6.15,94273.09982751745
6.16,94123.78767234714
6.17,94187.61230008221
6.18,94303.08421744243
6.19,94266.6372651831
6.2,94292.02005552671
6.21,94140.16135643194
6.22,94045.14788660957
6.23,94076.79458395198
6.24,94332.58517083732
6.25,94083.86208789088
6.26,94265.09210137714
6.2700000000000005,93930.57925369116
6.28,93922.59178945649
6.29,94096.78613629185
6.3,93859.57700755942
6.3100000000000005,93836.64141484458
6.32,94102.93955278012
6.33,93822.51327515674
6.34,94058.753059613
6.3500000000000005,93870.89408451803
6.36,94055.71163467111
6.37,93806.00698026619
6.38,93844.39429669786
6.390000000000001,93874.53628157619
6.4,93593.54016896465
6.41,93795.96470909582
6.42,93631.44431205849
6.43,93718.76787672844
6.44,93687.68245620356
6.45,93614.83724035152
6.46,93790.09718249996
6.47,93503.69032004433
6.48,93657.8201284795
6.49,93319.3427895811
6.5,93489.82608378834
6.51,93631.19598217148
6.5200000000000005,93384.59926527976
6.53,93451.16270439095
6.54,93570.04348365313
6.55,93409.2230005922
6.5600000000000005,93370.48527189539
6.57,93332.10672728285
6.58,93276.30337976555
6.59,93417.16622182526
6.6000000000000005,93437.28219710603
6.61,93404.19624257437
6.62,93309.93313484683
6.63,93159.39455164842
6.640000000000001,93194.58621870403
6.65,93239.97776289101
6.66,93185.98196484419
6.67,93270.18399619531
6.68,93289.91178815637
6.69,93095.0676260085
6.7,93127.32251436025
6.71,93233.77741250754
6.72,93123.26591067963
6.73,92996.49058682016
6.74,92971.14172565777
6.75,93146.25156520847
6.76,92819.99591417257
6.7700000000000005,93203.48912616589
6.78,93024.44354890521
6.79,92934.10703587226
6.8,92847.22978879251
6.8100000000000005,92872.97362059793
6.82,92963.19936802625
6.83,92755.36470321032
6.84,92841.06686500806
6.8500000000000005,92905.92014348158
6.86,92768.82085878047
6.87,93057.78440661944
6.88,92851.24270793931
6.890000000000001,92798.67623338822
6.9,92655.9329832987
6.91,92762.1139113447
6.92,92700.17201392143
6.93,92791.30247693253
6.94,92685.83568322923
6.95,92759.21172378722
6.96,92401.59381229221
6.97,92691.24015541357
6.98,92515.78599978123
6.99,92612.02709759085
7.0,92602.13653160796
7.01,92458.34072018044
7.0200000000000005,92504.78355465247
7.03,92409.40414931613
7.04,92495.3530935492
7.05,92548.21882397619
7.0600000000000005,92503.0629544009
7.07,92456.6079397788
7.08,92570.05966210463
7.09,92356.70325989822
7.1000000000000005,92221.52474861401
7.11,92377.48498250757
7.12,92308.47484133687
7.13,92489.23348406896
7.140000000000001,92253.37471856104
7.15,92306.72954955825
7.16,92265.4044730555
7.17,92289.29692075167
7.18,92131.40813628021
7.19,92345.63309450206
7.2,92069.60222749814
7.21,92101.61421280033
7.22,91984.35193350815
7.23,92130.59693536285
7.24,92116.40402600824
7.25,92138.74326142229
7.26,91986.13659495952
7.2700000000000005,92072.14011712755
7.28,92100.47348195345
7.29,92005.95269891672
7.3,92064.48198718127
7.3100000000000005,92034.94758679092
7.32,92013.03866916585
7.33,91933.43864636934
7.34,91793.85234723354
7.3500000000000005,91773.66838448116
7.36,91779.8567338399
7.37,92094.66440988537
7.38,91805.33802076335
7.390000000000001,91850.0467645381
7.4,91784.12634226913
7.41,91876.96574304944
7.42,91873.85742824795
7.43,91744.29370359024
7.44,91699.37945535722
7.45,91779.93163453335
7.46,91697.61441142473
7.47,91685.72052925333
7.48,91644.76885071048
7.49,91691.50991200957
7.5,91667.07865344151
7.51,91800.01151585254
7.5200000000000005,91523.82346554325
7.53,91777.80267399579
7.54,91510.3374276371
7.55,91558.9456142828
7.5600000000000005,91465.8465527561
7.57,91236.96308654873
7.58,91551.62919739107
7.59,91644.1852120476
7.6000000000000005,91245.94149244827
7.61,91447.38727639639
7.62,91344.66228674895
7.63,91329.2538385189
7.640000000000001,91495.67258822884
7.65,91486.37416089614
7.66,91288.29753650703
7.67,91277.4911396303
7.68,91338.78138283681
7.69,91261.15768215281
7.7,91334.68919139895
7.71,91156.81226492698
7.72,91082.7663989676
7.73,91410.62451578476
7.74,91214.45599632032
7.75,91154.97321168573
7.76,91179.64888241407
7.7700000000000005,91198.4907716125
7.78,91145.60171929373
7.79,91132.15188119197
7.8,91118.03021962625
7.8100000000000005,91226.25196387849
7.82,91159.42855669315
7.83,91104.3693696956
7.84,91111.68008537956
7.8500000000000005,90921.63498825897
7.86,91182.44186564877
7.87,90795.00148667612
7.88,91059.40270812692
7.890000000000001,90906.26003477078
7.9,90961.10689901668
7.91,90896.54283970677
7.92,90936.77198596792
7.930000000000001,91095.1603202153
7.94,90855.86108259685
7.95,91002.60779733594
7.96,90975.08220059714
7.97,90848.9211013956
7.98,90772.07646016292
7.99,90726.77281711869
8.0,90781.47887475137
8.01,90673.63156165417
8.02,90892.04207793754
8.03,90891.2610768212
8.040000000000001,90830.4913502862
8.05,91046.31870391294
8.06,90942.84184309948
8.07,90865.50170491324
8.08,91090.65252174348
8.09,91036.47789764481
8.1,91107.37025627108
8.11,91035.19639666683
8.120000000000001,91008.41458474236
8.13,90927.44755619293
8.14,91067.95935740195
8.15,90959.55347334091
8.16,90959.57640991529
8.17,91115.44390214892
8.18,91033.2515996105
8.19,90976.88704014609
8.2,91144.43827939247
8.21,90791.03144189899
8.22,90986.63710162418
8.23,91056.78870722788
8.24,90936.68783881649
8.25,91059.2369155388
8.26,91143.09845701819
8.27,91181.18539527348
8.28,91331.51770031507
8.290000000000001,91013.50641062786
8.3,91216.5843624601
8.31,91209.42873786765
8.32,91036.8625707302
8.33,90957.68021747551
8.34,91314.87293313505
8.35,91018.07577878491
8.36,91423.45874082121
8.370000000000001,91268.8588962864
8.38,91302.0026567209
8.39,91389.73842574353
8.4,91310.41493731078
8.41,91315.19475907169
8.42,91308.79792773923
8.43,91428.12828108556
8.44,91346.76413695878
8.45,91442.76136747182
8.46,91494.95574518546
8.47,91049.0375082842
8.48,91482.6721498117
8.49,91298.64179696115
8.5,91504.69544604373
8.51,91377.53224947241
8.52,91551.17654035783
8.53,91395.43959931965
8.540000000000001,91316.62683227212
8.55,91497.444491133
8.56,91621.46322050568
8.57,91424.41582383243
8.58,91518.15256044369
8.59,91628.80996333342
8.6,91572.1422975476
8.61,91526.6153452203
8.620000000000001,91679.6153222919
8.63,91437.78461926698
8.64,91525.31815748996
8.65,91691.59636929413
8.66,91646.91327662187
8.67,91773.56292018027
8.68,91769.81500613465
8.69,91664.48918813643
8.700000000000001,91796.4954684425
8.71,91730.44404149949
8.72,91727.77034620492
8.73,91765.44356518102
8.74,91794.68630377164
8.75,91756.41366186073
8.76,91851.85756239272
8.77,91744.72780737368
8.78,91783.50780852442
8.790000000000001,91923.04534814121
8.8,91745.99988700156
8.81,91940.07870962529
8.82,92054.76976714096
8.83,92015.93125753402
8.84,91890.74843386994
8.85,91995.00844904459
8.86,91996.4388453507
8.870000000000001,92079.09346345361
8.88,91865.18436832109
8.89,91896.1822396324
8.9,91985.14875023824
8.91,91910.88919897526
8.92,92062.30629633379
8.93,92125.09765388625
8.94,92009.58737411699
8.950000000000001,92008.42867375736
8.96,91744.37534177498
8.97,91972.14584860107
8.98,92032.2915049624
8.99,92106.34579896256
9.0,91983.44437739326
9.01,92017.73121255888
9.02,92255.1284341315
9.03,92099.38426516132
9.040000000000001,92225.93855899568
9.05,92074.62708215066
9.06,92150.6782483233
9.07,91969.80756539082
9.08,92354.82821855876
9.09,92299.86788252305
9.1,92296.71181138928
9.11,92099.41963662258
9.120000000000001,92133.67337755671
9.13,92213.48710973107
9.14,92435.30527691005
9.15,92447.52690420985
9.16,92153.34065731482
9.17,92550.3692290186
9.18,92408.55127553405
9.19,92336.4385881929
9.200000000000001,92275.71642647847
9.21,92488.79023083384
9.22,92513.24890765993
9.23,92417.11189896092
9.24,92687.49382138153
9.25,92592.42852707779
9.26,92657.94745988488
9.27,92482.52322046847
9.28,92733.87477677595
9.290000000000001,92539.09625829995
9.3,92554.43921557628
9.31,92512.08681875994
9.32,92419.06095100651
9.33,92640.25190029253
9.34,92713.25060161253
9.35,92542.87004892749
9.36,92651.25238837648
9.370000000000001,92691.73125844842
9.38,92707.33360514572
9.39,92878.93824794344
9.4,92862.77422553262
9.41,92804.74351351845
9.42,92893.91380865054
9.43,92800.03908804517
9.44,92707.48385889863
9.450000000000001,92988.34710697395
9.46,92893.65658898832
9.47,92687.627251659
9.48,92792.74390309642
9.49,93075.26808974931
9.5,92878.02187490369
9.51,93019.26010870092
9.52,92880.08986217742
9.53,92917.89653746162
9.540000000000001,92823.14832154172
9.55,92811.04581296798
9.56,92872.61341207937
9.57,93028.54357758311
9.58,93102.6770503896
9.59,92860.72544290501
9.6,92974.95301873585
9.61,93028.3674872689
9.620000000000001,93046.34032867475
9.63,92951.75430516856
9.64,93001.92873082968
9.65,92914.02117710923
9.66,93171.27137146614
9.67,93092.70549051452
9.68,93179.0711310672
9.69,93211.68236414614
9.700000000000001,93163.98619036023
9.71,93254.47856876273
9.72,93102.5949359679
9.73,93274.88322991238
9.74,93215.48993240157
9.75,93132.8534118311
9.76,93357.2505211193
9.77,93336.05880267822
9.78,93177.51705994154
9.790000000000001,93315.14549538872
9.8,93394.01230593704
9.81,93307.48503273557
9.82,93275.49050086409
9.83,93313.05242376144
9.84,93251.20710222567
9.85,93341.71255673602
9.86,93488.79671521795
9.870000000000001,93413.09549637539
9.88,93284.31966885431
9.89,93574.06683332633
9.9,93389.72162954477
9.91,93562.86380635142
9.92,93498.04651696513
9.93,93371.4378643118
9.94,93248.67312515249
9.950000000000001,93529.49407004764
9.96,93667.22899081123
9.97,93547.42610762315
9.98,93633.27122618123
9.99,93524.22715608134
10.0,93772.75680577285
10.01,93544.81901986623
10.02,93783.33731216339
10.03,93574.34853815201
10.040000000000001,93543.62237459401
10.05,93514.41721641528
10.06,93679.86141275032
10.07,93805.95835742501
10.08,93739.23208125349
10.09,93643.74996102584
10.1,93752.23517771225
10.11,93829.35287043551
10.120000000000001,93830.64802725108
10.13,93743.83332052997
10.14,93684.46569067787
10.15,93792.21559765845
10.16,93908.75296160518
10.17,93932.06191337423
10.18,93735.6543562684
10.19,93819.31482455751
10.200000000000001,93723.22935100284
10.21,93847.03276527571
10.22,94041.25892679162
10.23,94137.04698974415
10.24,93790.28153900338
10.25,93837.55266114805
10.26,93970.04421062356
10.27,93977.44918766881
10.28,94068.5024472177
10.290000000000001,94025.17283922201
10.3,94057.85538172317
10.31,93957.54431091854
10.32,94238.4305409507
10.33,94204.27250960773
10.34,93908.54143629318
10.35,93873.17315773953
10.36,93987.94893283691
10.370000000000001,94214.8186161676
10.38,93903.01608902565
10.39,94076.71590968744
10.4,94202.76521361
10.41,94209.43209897164
10.42,94045.40383098408
10.43,94100.56962371316
10.44,94111.80581579536
10.450000000000001,94331.60305485701
10.46,93954.92740078986
10.47,94242.18771171856
10.48,94251.21677863991
10.49,94315.55011496397
10.5,94366.77482695093
10.51,94206.30885829277
10.52,94367.85151273741
10.53,94358.09252989784
10.540000000000001,94466.40753291009
10.55,94143.35445467365
10.56,94408.12722375695
10.57,94249.62086963122
10.58,94443.00356320164
10.59,94523.82788387657
10.6,94570.75462544245
10.61,94416.57570324674
10.620000000000001,94564.0966688644
10.63,94345.98436781741
10.64,94423.21470787887
10.65,94342.54911379615
10.66,94467.5387209351
10.67,94449.40145728701
10.68,94343.68990422366
10.69,94587.40852274263
10.700000000000001,94480.30762977155
10.71,94599.64948529955
10.72,94651.36225063636
10.73,94559.87139650679
10.74,94646.64760894321
10.75,94528.47226159748
10.76,94546.20841499884
10.77,94646.02028731673
10.78,94745.82607397309
10.790000000000001,94468.76624517496
10.8,94604.927763694
10.81,94686.27721088531
10.82,94574.78402725686
10.83,94655.59935862373
10.84,94728.5675932924
10.85,94652.33763732536
10.86,94614.0121070135
10.870000000000001,94598.6236211749
10.88,94726.31246554706
10.89,94810.26251692767
10.9,94710.77597287775
10.91,94779.94607538778
10.92,94785.38137014951
10.93,94794.71429503456
10.94,94765.60605213443
10.950000000000001,94678.20906383167
10.96,94896.95722685903
10.97,94832.82799134566
10.98,94864.79553428493
10.99,94889.7434039729
11.0,94776.5381501749
11.01,94759.9746048962
11.02,94764.06500920987
11.03,94818.30533048163
11.040000000000001,94743.9898741745
11.05,94882.0210855558
11.06,94709.9640007289
11.07,94815.30332283294
11.08,94876.30475625489
