Time (s),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s)
0.62,6.639925301310527,6.315044044759069,7.570348893445036,2.3135946447074454,4.580849687551929,4.509521045996013
0.63,6.630708110088341,7.587096192036673,12.383542964433737,2.0732553501159727,3.6027348736151894,6.032461180006035
0.64,6.757723503125189,7.348740074420269,9.326720849987767,2.812493682798816,1.9511472327152757,4.740425977848183
0.65,6.893993545506333,7.790564391561022,8.939956333099927,3.4009578699773497,3.8562533505278016,3.816711036375482
0.66,6.358871981894963,8.688007207643945,9.271572617247635,1.721235271393454,5.344947545224372,4.064850463625594
0.67,7.744184623733892,7.412413401489327,9.953322265813863,3.9450950120503907,3.6776783348215383,4.780152202601863
0.68,6.727451263728943,9.54879651335528,8.383060293294749,2.8104384017399355,5.653840455496555,5.814803515151353
0.6900000000000001,6.835011886132923,8.534253197576453,11.544137597761676,2.2461588734894042,1.2248159800488216,5.449483861043673
0.7000000000000001,5.288599591589157,5.583508694836674,9.968358636928368,3.4085309586828907,2.57617494747081,5.236438999358963
0.71,7.41830291190821,8.437497084392989,9.721969818950406,2.1640525779829236,2.540504038364789,6.33096602418467
0.72,8.751170421616557,7.237977531849546,9.162386886096176,1.5092848179732299,3.3900661571056334,7.770311484451596
0.73,6.114215681860751,5.664510330348251,9.491352699959386,4.247859096444554,5.272748746106142,5.0926681475272995
0.74,6.615537745941746,7.128064030623891,9.491327016284147,2.353860953351171,3.7178053885070668,4.8473807868535985
0.75,5.884750542869938,6.182512100893373,9.644562542590108,4.742688672583391,3.945883329151091,5.056090138553426
0.76,6.47474670907086,5.362193527098578,8.934616984984206,3.5306521987577097,3.4012717461774438,5.964240960088338
0.77,8.795701714466805,8.572071984469892,10.598889787740363,4.304694246461772,2.7169409116199437,5.350368864427361
0.78,9.420267785844015,7.688171407097558,8.871319558194015,4.28975093576871,2.188492440797325,5.254202827579273
0.79,5.765790778517925,6.260251962425876,9.904952665768812,5.394323604690177,5.651860096588425,4.9908996420595075
0.8,6.748489350722389,8.325291286483196,9.924202944868156,3.764766639738712,4.51470503556841,4.640706475578869
0.81,7.504159480849038,6.384280951726383,11.183829397427395,3.5060021300625985,4.084602773310741,4.248422533222628
0.8200000000000001,8.098129154458304,5.3748167921039425,8.369800907402903,3.9271934011656713,3.3349954831819226,6.621741362582021
0.8300000000000001,8.272787620944236,6.488383626206424,9.764181043007188,2.50210590744628,2.9618634657772294,4.895542486092528
0.84,7.283544855085986,5.847470733732993,11.087437996114906,4.275093298949799,4.310568661547855,3.843063176283783
0.85,7.438534013873355,6.7597760885485165,10.138038483020493,4.4000559307608125,3.4616767274937383,3.4890908485783805
0.86,7.672309965124587,7.157014953522027,9.131207332883912,3.2166584094281103,3.1218329016976614,3.747030714100033
0.87,7.453902781982655,7.2367903299116065,10.123616607052265,4.761891981588085,3.237183715007784,5.555133052021852
0.88,7.028498892951459,6.593290642437029,9.389868994407184,2.776213154538634,1.8829625157264287,5.247127238937448
0.89,8.090864317370109,5.530971405013063,8.238632137606645,3.9609367620272957,0.9431672039299515,6.900100796793925
0.9,6.220438327350781,8.13067425790379,9.472275946079941,3.0629363704782766,1.9457248683565997,5.627686713217521
0.91,7.385174958135902,5.96004790022676,8.82586818048655,5.173401109426669,4.8476742387053395,4.064872974486644
0.92,8.448410419189935,4.667922692595285,8.966287719885992,2.096863602757091,3.642804335178268,5.522589531545649
0.93,7.417148044543818,6.7213643443562034,9.72277306365744,2.9818702253684837,4.588640517812391,4.592799665971162
0.9400000000000001,8.299727218194082,4.833223400786917,10.257287230707476,4.393291401238801,4.228455841090531,4.138899824555694
0.9500000000000001,7.489469440598647,4.66109784050702,11.495356251922166,4.277882527689371,2.0802400721645853,3.716611074427081
0.96,7.466347687329528,6.589676762598283,10.133571587487971,4.759053418162704,2.8616180560895383,4.625677440482955
0.97,8.470278036980732,6.284886476169203,9.0355275610356,3.91333941639823,0.628468205369793,3.8256280801887916
0.98,8.786395614993253,4.431933843568829,8.745224326818096,3.9586346904855048,3.1252675694606347,5.640872041319977
0.99,9.4079151227775,5.777597723046305,10.08580905500068,3.8354194976778038,1.6448239752600828,5.620940410377202
1.0,9.547585542491401,5.414217680908608,8.59680157973227,2.789060465166525,0.5254884023402431,5.144839170047173
1.01,7.1688822388609506,5.000667794138966,10.54160484991006,6.06453559407915,4.010267631372341,5.6666444253025166
1.02,7.589088088101907,8.282956926413487,9.151978093400023,3.558647278315833,3.1484542722633337,3.4845359733472576
1.03,8.623651703945603,4.715304271466897,8.510572959908137,3.2952506502154923,4.054659722260676,6.553680962423442
1.04,7.581109085860576,6.073421336527673,9.938261127105992,4.421265965983625,2.521713872076336,5.358941334791171
1.05,8.656832481335227,3.6947639716151564,7.425589943127315,3.96562518880153,0.006078065316326153,3.7605362680931593
1.06,7.298268262942308,6.098709972208852,9.031948307426665,3.4196326145259537,2.2492148382574673,3.5679860561804997
1.07,10.816445648958538,5.002781847735298,8.226443970406956,3.8207162315786256,4.318538785865315,3.7290391512204826
1.08,8.46718318546184,5.27719034742155,6.892600692064721,3.2892673270057076,2.566208365629848,4.583032663223047
1.09,8.690613092212843,4.630688963995182,6.766202695387404,3.7401925523011217,2.0079746120695283,3.7907243314568007
1.1,8.947218708251949,4.496068568575918,7.335106506082058,2.649368476285347,2.1794570356060916,4.155778776641942
1.11,9.751686750647838,5.661066357465826,6.765441983541345,4.490239226305328,3.5148248325902456,3.9560723721049014
1.12,8.88447705196826,5.963290531802708,7.965769769377794,3.568684688400524,1.8371094596328477,4.0705725226981935
1.1300000000000001,10.418417123137822,5.77927631554023,6.162013047131999,5.2002418818490765,1.9145308544832167,3.1757491327751963
1.1400000000000001,9.725176596723589,3.670441565864579,7.976316805728656,4.001201983639743,0.4311877074385866,3.9723732467835635
1.1500000000000001,9.11110390693093,5.089980226888276,7.717445430290904,5.1613115734910435,3.120852240398157,3.974152787303811
1.16,10.85777149638431,4.126980800110683,6.505245909318282,4.604145367099317,0.96244234372611,2.4795977192651697
1.17,6.945533586867901,3.1809034069297892,6.6457854708042525,3.1101798875662037,3.245544719430895,3.31155426528255
1.18,9.263414415364602,2.0151342482201224,5.21089505165489,3.25175523527889,3.286740583326708,5.106904862507667
1.19,9.856157545767175,3.317964908390966,7.177330809642034,5.231780214698515,1.5499742309853968,1.634582317034316
1.2,10.14362172667917,2.114325884588644,8.146860113983113,6.190409003407458,1.9732256528911383,3.4110513087166443
1.21,10.309567296975432,2.672156482699422,6.73846260989837,4.040222634243289,2.732701701333842,3.6619913471027346
1.22,11.16650500684595,3.5946728400402503,8.92398381823363,3.434566558280992,1.3859225190657627,3.079007550606825
1.23,10.239129664795042,2.62666089471732,6.3869836478882185,4.8492687563408206,0.6940273641487029,3.124449655489869
1.24,10.176947141787629,1.1431528304144498,3.5174236032960384,5.4650891198248415,2.651179492035807,3.374905168730921
1.25,9.619203532079492,4.486472443845597,4.244586015222661,3.2473527309719765,1.7752661101979208,2.1328385604381057
1.26,10.27428654520587,2.2065813328948067,5.693757468932883,6.128787406787509,2.323338078148921,3.4936637956449075
1.27,10.212057391187441,3.146312319675461,6.131106008236707,6.714142418033644,2.234014703876729,3.8145108629412294
1.28,9.82835584640602,1.5212649107672764,4.1656410442838965,4.879405161213788,0.34255933496195223,3.232056649067966
1.29,9.771277571299418,2.413901924948391,4.431973301168016,3.1220617909415713,1.5375049583140414,4.10864564635337
1.3,9.740286674884853,2.566218421434916,5.530127271274526,4.15394615729097,0.6578213311750029,0.801090561444076
1.31,8.51011410673153,0.9651174277572059,5.864677478782671,5.947121044812009,1.744124972990249,3.9682853001348706
1.32,11.033317829741467,1.2049492030284477,6.462219460028798,6.263769957822385,0.7249972583371084,4.033411254025131
1.33,8.983805259910673,1.86371653902905,5.804365379233778,4.317296981091557,-0.05544162747874859,3.3021011321911486
1.34,10.104725213265047,2.782398616803613,3.5115505373923455,4.208353632440762,1.268976764747543,2.865618181649977
1.35,8.440706693501262,1.8897757970245799,3.8311938682921634,5.635873903987868,0.316207645041952,3.558393521191543
1.36,9.962679561100689,4.895713597132868,5.319078858719162,6.159776190653986,0.9147522558782966,1.3451945266010878
1.37,8.993380173418807,3.51556815176789,5.125087065287906,4.9839233074319855,1.7116387307396983,1.8286714009604204
1.3800000000000001,9.137427751831247,4.161971305524229,3.962663235325406,3.8228952663370555,1.1804807938950455,2.4789552426510486
1.3900000000000001,9.178056149082128,2.6909204316459014,2.1010326180867125,4.939471931879911,1.6592091174471437,0.39174932321682987
1.4000000000000001,10.158089669663832,1.251527340373394,4.0633975384963,4.806825177728911,1.904546892746664,2.788536278597303
1.41,8.931726492494095,0.8635491388904436,3.9045715992513665,5.11586952906356,3.2630271262235104,1.092588961603289
1.42,9.020942839987486,0.5817009849840122,4.610378547387029,6.647506969468097,1.125415410270541,0.8648143443345492
1.43,12.687372286335124,1.3585506838828831,2.9923573328557094,3.970183696499748,1.7170911556081894,2.8951190045950175
1.44,9.16016317434278,0.8715475773811283,3.0948888845284435,4.050290347358449,0.9042243052325973,0.8515910165426638
1.45,10.955627168922186,0.4938790562003088,3.1310229616495775,3.341617375352455,1.174259497953812,0.9096464464975972
1.46,11.53423279542824,0.1895921709090298,2.506986364979644,5.051347042699964,1.8949445555490698,2.6081867573369326
1.47,9.976896909472272,-1.589237517798821,0.8646550172488445,5.5009839076608,0.7118828615893503,1.49588612156059
1.48,9.482710918250454,-1.0849916033234617,2.446322597727222,6.942096318439339,1.1126569818956604,0.9054120592465216
1.49,9.61312951065782,-0.0673989518211332,1.0045849117622447,5.321388416856793,0.43502786729934884,1.1957793791303017
1.5,11.43205950437133,0.6274629112465123,0.4431017478908107,6.5785500633972065,1.6882275245801048,-0.58420969588502
1.51,11.145063261553101,1.6644674017402425,1.1714837091389811,5.251821710730113,0.33328223727263007,0.842313395440971
1.52,10.277088914835034,0.7155572217950235,1.0454030069656983,5.611573128152319,2.1167793092086757,1.1673708059586705
1.53,11.217897444470804,0.9010824747059786,0.4545369252419896,6.154719844341329,-0.026854754298359457,1.260258849782527
1.54,9.752372380995634,-0.8961281293124321,0.8797252052648528,6.537863948445843,-0.35856672203238205,0.5518845644756003
1.55,10.724419126645305,0.0609908892283931,0.2952338346598285,2.556864057933026,0.2891478128659155,-0.21438530512890364
1.56,9.153613358474038,0.17071158477377135,0.2824411599005805,4.444314853203121,1.359512929614144,0.8033232602355808
1.57,9.81147936250793,-0.10274776653853987,-0.2772449601164848,5.394967961146125,-1.0505607314405243,-0.4495435915602511
1.58,9.341334096471474,1.064631562656441,-1.2563442234764635,5.507443146300064,0.49636324119526315,-0.7757221850188704
1.59,12.19506511478234,-0.38397471118533116,-1.5385540699482836,4.192798012972425,-1.3881996313630605,-0.05086996189651835
1.6,11.578579305733294,1.289740145597909,0.08546400587342817,6.134891074206569,-0.24885642866005164,-1.0766524203401169
1.61,9.526410209386048,-0.7307111527105932,-1.2319790798601666,4.8411450708982455,0.006234408599834207,-0.7328992550262177
1.62,11.264200010177483,0.15951003528417307,-0.2736406894376998,4.408713033612459,2.0129366563342126,-0.873612840398527
1.6300000000000001,8.759538383197292,-2.1378303114236914,-0.24913354450541947,4.235805363898946,-0.09507999754613791,0.13144704614473557
1.6400000000000001,9.107134443806286,-1.3244832155680721,-1.0838599722879296,7.068890636255903,0.28661821126350223,-1.118690097606017
1.6500000000000001,10.933767920715407,-1.0798711536321621,-3.020971675633102,4.416484761374286,-0.38923121364192115,-1.7500606195674622
1.6600000000000001,8.748630699969139,-1.143437219069885,-1.807016071617701,4.2873485446631525,0.8565353445770997,-1.74265811386985
1.67,10.414508135725523,-0.4672904615117731,-2.3168547377283653,7.256818675833237,0.35389327502480594,-0.9139287545594101
1.68,11.261547653363195,-0.32828522779303415,-1.8000184022316548,5.876356734942057,-0.7113552327964745,-0.2371339818046294
1.69,8.37953948106331,-0.8767229139523751,-2.193914579668225,5.290795555903572,-1.0525960588662637,-0.9737481639936294
1.7,10.711398211507223,0.1404171704978594,-0.39231545860159134,4.635598398637848,-1.7554865024366908,0.3682586375293768
1.71,10.19358249141174,-2.8168206824888538,-0.6974095197412762,4.321837485378115,0.20473549086694431,-1.555961573462493
1.72,10.39576125923717,-1.9934157567000321,-3.7243061667207864,6.197793963296044,-1.5295667643081585,0.6670908438090917
1.73,9.535189847820408,-0.5078862225311112,-3.5873224872181066,4.149665201300179,-0.8733651709324078,-1.769545018600537
1.74,10.961864599045544,-3.8187129718822295,-2.4301046365918766,5.423069933225477,0.8595258909083261,-1.5710658565002797
1.75,8.617409082993378,-0.8226957108126809,-4.65166302875799,6.177909023027109,-0.18015014019708708,-0.2436182273828198
1.76,9.947486128519133,-2.299541629274156,-4.157385250184768,4.447299991616683,-0.26900712603323695,-2.0202857480838725
1.77,11.607469317017525,-2.3264530214550905,-4.705632349786235,4.938119123271706,-1.1313660210857774,-2.17940516073762
1.78,9.838162768693344,-2.0061850934611236,-4.166936685101996,5.753319373973743,0.26642417466188095,-3.6206658294064793
1.79,10.26572036183455,-2.6891532923569796,-6.152045421905433,6.400315058357322,-0.13510878710432417,-0.4466728246270115
1.8,10.219366693279543,-1.0633205715279754,-6.014515980204355,5.379667868959481,-0.3546526351973307,-2.4851263208754646
1.81,10.589789155992245,-1.2485633395291567,-4.0366322096756075,5.2821602891719905,-1.5614257386945365,-2.222323194029062
1.82,9.741275968871843,-3.962810322492205,-3.58313393820573,5.047182678685577,-0.6405547024221698,-0.9723466050564631
1.83,8.429524849146297,-2.7482057967405344,-3.6436635463935003,3.8215289569063433,-0.9402875424682567,-1.3023970678324177
1.84,9.694135022071531,-2.8883966199425433,-3.4756758954626363,6.382929882878374,-0.18636488368949444,-3.5171354152410754
1.85,11.25685134207856,-3.9036163211304054,-5.7380147692555745,4.493747995537925,-1.3723734764918603,-2.581767783632778
1.86,7.5484597428319296,-1.898361907467752,-5.750613738706621,3.4085794009890424,-2.878359306204251,-1.7834804002382079
1.87,10.606810018058129,-3.0279614787668123,-7.645646196705542,3.154574601764777,-2.571255070929948,-2.5967412174977627
1.8800000000000001,9.243350785532913,-2.8228849228149633,-4.8967792875593,5.897873054178241,-0.39714913073104574,-3.026412722718138
1.8900000000000001,10.033953011511988,-4.15277092349126,-6.247668441338395,3.9166720631807386,-1.9866075975005566,-1.555504438158668
1.9000000000000001,9.34837969141211,-3.5620184654504783,-5.703145439707805,5.027479437772453,-2.4011734288503677,-2.4613026033403007
1.9100000000000001,8.814881176440235,-3.5260049147134525,-7.411145654079933,3.8193475374313763,-2.1172001121421187,-2.1705783281514215
1.92,9.674471858650174,-1.9810145809928257,-5.804548133669072,4.259794426473797,-1.5154592889491314,-2.515880592257738
1.93,8.337340806864118,-3.179313472619217,-4.849611250808268,3.28201754627882,-1.396110135919228,-2.1901167815117075
1.94,11.061174113318433,-3.6952582639565223,-5.893995623407822,3.7847187065544237,-1.3291673550969483,-3.2904890753335936
1.95,10.223716190203621,-4.023154981610937,-8.064221184398496,4.956033653907104,-2.331927683425576,-4.317820173953724
1.96,8.637687458528765,-3.498896966962285,-7.33822123273009,4.064972660534501,-1.1104510375198893,-3.656394820228629
1.97,10.55149990223972,-4.697751614451688,-7.041831862861862,4.616842142986417,-1.7515378800296568,-5.2811803994998385
1.98,10.31998323328119,-6.432466417818433,-7.536272835773724,5.066122342842764,-3.388027489614025,-3.692275878196569
1.99,8.203933623795415,-3.3260486877607685,-7.397989187327144,5.56498041888099,-1.321853370174705,-2.6450453586676796
2.0,10.251726168343692,-5.484740601821887,-7.505131905495177,3.025699250905312,-1.9604165701677208,-2.856491628057186
2.0100000000000002,10.14817037987579,-4.441566382613647,-9.402490869256079,6.106632779518468,-2.3662767011545176,-3.806895212671436
2.02,10.894917230504845,-4.994945507717558,-6.588973546462088,6.5178614824031955,-2.854501313355792,-4.010721729973663
2.0300000000000002,9.539059727434385,-3.6696250773497967,-8.649792896291517,4.906751250013135,-2.3568426122170933,-3.1321572860708606
2.04,9.11961920018413,-5.733014934902182,-6.661183681990354,3.890070163065719,-1.042951380868599,-2.9895779943031444
2.05,6.619242710727165,-4.810129695231544,-8.223229233178799,3.514558517927636,-4.111675525625424,-4.874657604523627
2.06,10.130257826634006,-5.927363161290682,-8.84767059801932,3.4024137195260997,-3.360851938485024,-3.275680058383363
2.07,8.51583687221759,-3.2081119614679876,-9.151499296048197,4.5956325286623025,-0.3475851672340675,-2.4305174722396026
2.08,7.627130259960403,-4.480403066003424,-8.380343568085054,4.146340141565165,-2.28107313425749,-6.504354378826871
2.09,8.399282276146772,-5.9265514357976485,-9.44107949344833,4.202241418032756,-2.087557538432622,-6.002173795361443
2.1,9.2308360231798,-1.8142094583169452,-8.58496575202351,6.20410722585043,-1.5154730946185724,-3.161945962858525
2.11,9.26612109995527,-5.921308144010938,-8.569669865425348,4.789109471926713,-4.910984545955688,-5.178685613225066
2.12,8.474706351932124,-6.39103630040959,-9.826402868790533,4.95071404048456,-1.8849510478338245,-3.7060165908106395
2.13,9.59992874223512,-7.368590357725568,-8.569954900188176,2.956185863786006,-3.119494315955377,-6.711221428276687
2.14,7.669825127532497,-6.349266292374269,-6.457513825444276,3.4050818814620127,-2.4674892192828857,-5.755919271608969
2.15,8.895934552061268,-6.201195497817282,-9.133601290919403,4.069660820194749,-3.619504910593754,-3.2275110038249784
2.16,9.259200183737411,-4.090438370594585,-9.902358419112739,5.934895559170647,-4.738336325162402,-5.226515202100552
2.17,7.681017450435714,-5.567440201087112,-7.682684096358878,3.729633779110276,-2.1440612682241458,-6.523329386621273
2.18,9.31485953782245,-6.689472609193188,-9.861934638315226,5.314889820618914,-2.964058875975807,-5.389432411305203
2.19,8.212109654654318,-6.53433397773757,-9.457361917879402,3.5811646484179875,-1.813469009338883,-3.9539873124997738
2.2,8.989265140084049,-4.369050010741203,-9.294081332954649,3.00280947382881,-2.0876038138424855,-3.487561983241574
2.21,9.281949186751199,-6.2388427656608805,-10.381684090299453,3.9467649154742057,-3.865377101927533,-5.860588324661144
2.22,6.825541172101138,-5.243359478934233,-9.089859254012488,4.097784263189887,-3.938157769020006,-6.2301970831080205
2.23,7.520129744108715,-5.77937690172074,-11.29993584165376,4.47572690510197,-1.8038848369516967,-4.605966123739672
2.24,8.53482109488599,-6.093159721717926,-7.934287455068407,3.3823787726538916,-4.050740159655321,-4.630679520014431
2.25,8.847976416686688,-4.834888729327004,-9.345216215252528,3.6461325354132788,-5.652402346465466,-6.234210257108037
2.2600000000000002,8.16517127056677,-7.630315564786966,-9.395809583932511,2.703297961988917,-4.824029670374983,-4.770128432899477
2.27,7.233597682385286,-6.898784041034183,-11.4953576780874,3.6018858077838227,-1.6086311738777055,-5.467436887395528
2.2800000000000002,8.596297469859172,-5.567755995164899,-10.02293976277697,3.8410333232417346,-4.61682873871774,-4.171693171855681
2.29,9.018860638764432,-6.859021873130708,-10.21090754078742,3.3757726399099135,-3.120829032348574,-6.462717329978009
2.3000000000000003,6.033604906670176,-7.828728969738272,-10.785439049990353,3.9366610490740706,-3.2599083893585257,-4.406743347085649
2.31,7.994585715078691,-4.418562972683555,-10.838486571383331,2.797636447632235,-4.627725583623761,-6.3654827165369
2.32,7.945161517165333,-5.018442293427109,-11.26001652381133,3.7025747923020482,-2.2007078584265383,-5.79779786902863
2.33,7.741848812021471,-5.467199265006448,-8.79221385026188,4.1859371267035925,-4.004331269255955,-5.322312351298539
2.34,7.295259190031107,-8.188942696541455,-10.312490751943004,3.506178883377216,-3.482945997980356,-4.432730127084355
2.35,7.447258983547627,-5.807201631485553,-8.146097989624241,3.492554916570096,-1.3935411423227877,-5.7965201541723115
2.36,7.32205415311547,-5.995082672610585,-10.370084306922758,5.130142285495919,-3.763169530945101,-4.278837567202251
2.37,6.0808817647112585,-8.086660861075096,-8.09638923188659,3.901312094802572,-4.018556901661529,-3.527515858709868
2.38,8.062971356237881,-5.248216914631219,-8.359953156598255,2.1366634579667525,-2.6174071580948404,-6.499423715583504
2.39,7.47539606294309,-7.364808370426629,-9.436420051640864,4.05674860930416,-3.43454524905176,-3.907103114233646
2.4,6.742717453470766,-6.997263887415358,-11.408790547583115,3.280442591148893,-4.037362720902851,-4.384515637840993
2.41,7.312235626476875,-7.8914154345041725,-9.9986837260215,2.371705795565793,-4.737047111737089,-5.032442761801526
2.42,6.567272484260282,-7.1920541182539095,-11.601702692585402,4.558162315389767,-2.1180290948139437,-4.9729383988807685
2.43,5.352360273242759,-7.439175021071939,-9.972828614420132,1.2861550471097036,-3.8167990595652816,-5.03820364149981
2.44,6.58401243770352,-8.215447552634298,-9.656472503329104,2.996942521401703,-2.2870830502289454,-3.019801124217507
2.45,7.374781912197685,-7.384849646097621,-11.107291474845354,4.0154577053306495,-5.0711929656255395,-5.265643800962799
