Time (s),Mag_X (µT),Mag_Y (µT),Mag_Z (µT)
0.66,38.484247883883135,48.21371672525237,36.63651138349647
0.67,37.411618866040136,34.260455110282706,39.38136314727711
0.68,30.235053820689487,26.19029681139693,42.49791068313263
0.6900000000000001,26.13825551174478,39.21950559267057,39.76096442138575
0.7000000000000001,35.670436876554255,29.835603454548057,36.510620748014574
0.71,38.09568855037533,37.40016297706126,50.2919302187466
0.72,39.89723813048987,33.562874929392954,35.698757250074664
0.73,39.88898809616109,38.149370073428756,43.51021929835738
0.74,41.469353370397926,32.895435796017196,46.96848362515291
0.75,41.84681100663744,37.626706639327786,41.75294132354608
0.76,35.46046842607149,35.26793624340698,50.62295675064976
0.77,37.856250302998426,33.261491148649796,37.559446968126665
0.78,38.247005792036994,42.652165901636984,42.78736746461968
0.79,32.563414202885,33.239845664157464,36.001710236472434
0.8,36.43568020292423,32.91364566067118,37.069467596337034
0.81,40.90647806141256,35.852992310711514,48.08633152562226
0.8200000000000001,41.06604165411481,41.69046525906695,38.2502433736475
0.8300000000000001,46.412205833576,41.13938004948396,42.978841569688186
0.84,37.41675503479428,31.598801043599813,37.121295706849665
0.85,34.68008862774846,31.712425158405033,43.960606676755134
0.86,31.324438593097028,41.43794451763914,41.95026357301738
0.87,38.72045930961937,33.14004051744867,39.36731548040972
0.88,28.663809457070577,37.13340733809747,38.39971382368447
0.89,40.53452851384965,37.15254483957473,47.72190505942346
0.9,33.91036517914714,33.99100713753292,25.612542908741496
0.91,39.64822944580824,33.070640162859696,39.92826700744778
0.92,37.60828244898704,29.87150236399681,44.592610097643046
0.93,37.230218738323224,33.7007449016793,31.984968688903173
0.9400000000000001,40.805644188621436,31.95982055255613,33.88715830842554
0.9500000000000001,45.05762116841577,34.41936003526367,48.99163991476905
0.96,38.779775554883926,21.04099394622859,40.04435218690198
0.97,44.19423165369258,32.65822983819899,39.14371707247054
0.98,35.18741519420943,35.71572422027033,37.961094278229076
0.99,40.156504542780645,33.27931073149007,35.88223770363399
1.0,37.86801668243568,35.36346543866023,40.033130435934446
1.01,45.43512916222231,31.256727521557227,37.3046343709181
1.02,30.617438216893426,25.709096499250233,39.10100439784529
1.03,42.09572034575267,27.505884329354714,33.61433361738086
1.04,37.73670579977,35.36689640823293,39.44292161376988
1.05,38.814718627614326,40.50848531359795,33.99713308522803
1.06,46.50397418660653,31.96965484189191,34.960460318247286
1.07,42.849709375648274,35.19025820947044,47.283983210333304
1.08,47.382001970826074,34.11096970341352,39.53231551772592
1.09,39.860028280458884,45.82487918210216,28.725932638954404
1.1,34.91593725266315,35.03464990078846,35.937588531176296
1.11,47.85119910976095,41.02844305470039,43.626287035061885
1.12,39.16432777713373,40.49417670189801,36.55781379808425
1.1300000000000001,45.7220961362797,28.24489629981748,33.59487624367267
1.1400000000000001,41.0728535686989,29.820669785104577,35.89331912355145
1.1500000000000001,42.46370117990126,40.30387350928233,31.511314592331658
1.16,46.006791246305085,35.63077622145482,43.22316300662944
1.17,37.69432410331001,32.44184482486408,43.3083030147854
1.18,39.9767994231409,30.731797279514026,30.41757570551185
1.19,51.65305969479949,32.74052075496583,36.725403512320256
1.2,41.19334511054436,32.530607194887985,27.370168352943082
1.21,47.414473668896875,38.597702478005075,39.699351176108145
1.22,44.88532030774499,27.96251319502351,35.601634872440954
1.23,37.34045371682665,35.072038660060784,31.493982468103045
1.24,44.14180251442187,32.712964921128396,37.04346385670025
1.25,41.95557351721952,39.01762442117696,35.20760936351586
1.26,36.80436688024487,17.190375196920495,29.760105797454468
1.27,38.21681859401472,22.908606395643822,35.40826567146333
1.28,33.91552339290503,22.767787538844953,31.88982883188554
1.29,44.417705214599195,37.20693987802739,30.69288420942862
1.3,40.05947871878564,30.87719989985131,39.75051174664602
1.31,32.6956435806785,34.688562335620254,33.101190534197336
1.32,30.11139083525524,32.22768333685818,33.24708475393478
1.33,37.70230337621037,29.889045457749482,35.45651296849618
1.34,40.929078000096716,35.96024708664834,29.21233212185575
1.35,38.97727557629103,33.67563262051769,25.467200660229985
1.36,39.14911304470391,31.691280528633822,29.470872164340722
1.37,46.22920500225752,30.031364137294844,36.40675999568655
1.3800000000000001,38.28974518283921,24.448089994428187,23.668471298703484
1.3900000000000001,28.08056071954165,33.89312536639517,31.10794536295691
1.4000000000000001,40.35932184582738,37.4355840865673,39.87488261425798
1.41,43.24130205389669,23.08570095025191,33.20031866349696
1.42,32.89087290496759,29.992551261755846,30.731633140384492
1.43,45.04494529988631,32.95150689420759,30.06219874178077
1.44,32.31625977326085,33.04534205598798,36.253212371513804
1.45,40.70203568655859,33.01153665013996,28.76649774188992
1.46,39.86728235479205,28.325418215568128,30.666771639718828
1.47,34.88254090416373,25.980060211849953,24.63677088049234
1.48,44.52067272074513,24.496712583409025,32.29199803100286
1.49,28.70934863232794,42.022151018346044,27.438057430562424
1.5,43.40123662657584,18.614710940202386,37.292670543850875
1.51,33.73876765135442,34.70890964973875,36.1432890485439
1.52,38.66128781826528,35.01008698034369,23.622625677140903
1.53,46.966249569580725,38.85695339006224,24.15725416216731
1.54,40.273366848977126,29.16469887000002,38.559107450427284
1.55,38.94826725472457,36.50378959513101,26.147652390325405
1.56,38.36278856778027,31.432909083921977,27.176430701726193
1.57,47.322883950806485,30.09078753860254,31.83229748030996
1.58,37.49608934524037,23.60355237394104,36.8843181374875
1.59,29.998431225867346,28.808662448470518,36.66428882677678
1.6,36.27661412871503,29.2977235528817,27.544624248767747
1.61,36.71888528235766,27.082393150130176,32.46428724419605
1.62,32.71693076381951,28.396074023400665,24.66394105978039
1.6300000000000001,44.3010826619158,36.803046492779806,29.841536327052033
1.6400000000000001,42.202970129088946,26.794396058169315,21.93800737651481
1.6500000000000001,34.86268875996003,30.814939660407386,22.94253964787843
1.6600000000000001,49.85954631306158,45.31016933324459,27.477869958950283
1.67,38.42045024750154,21.38040700958078,41.31838457950463
1.68,42.65698764715148,30.379553388122176,34.37729014633389
1.69,44.80741626539104,34.84962256976128,26.923058241132164
1.7,42.46395269288962,20.366003306832894,29.119041693094854
1.71,36.031085700290255,41.88031234035498,36.01553112585868
1.72,33.534961918647454,35.47712207298325,18.068416791535782
1.73,35.211424268247455,30.806377827734718,34.04320775515292
1.74,38.75585064562178,30.25485774462564,27.878872337881422
1.75,43.8521237160205,25.925398386269634,23.669635354272987
1.76,42.31325149143795,26.079668910452938,32.06206071969857
1.77,44.36715617933388,31.91672939653319,33.88545802596314
1.78,41.61163163240737,24.03972382975866,19.80450799145096
1.79,39.93755836944435,28.75584072458618,27.90735644364795
1.8,34.524747578096466,31.12924416214905,25.813446630513653
1.81,38.20278899737465,29.45730575873342,29.42361684287954
1.82,41.14555659426173,26.242390276099535,24.12382642345849
1.83,36.56504458404746,26.79015071021646,26.790567912363166
1.84,33.33253216160426,32.32923322713436,28.66267767886324
1.85,42.35654214815738,33.894588034240925,28.02902496618249
1.86,43.15175848353264,25.382609842014705,12.701279857375171
1.87,40.15763316180704,22.729417262257716,23.20389739367905
1.8800000000000001,44.579647871769836,25.455501706984997,13.539859633644502
1.8900000000000001,40.6307795889557,31.248281458869926,34.08718221134161
1.9000000000000001,32.62023297475052,38.80710830674132,21.641860357196684
1.9100000000000001,49.448499423886105,28.92510494249922,24.793346635713796
1.92,39.21549822285927,21.97872584002258,23.19789437257792
1.93,38.58445479299273,27.618757082380874,21.451316710797773
1.94,40.475953251744706,30.332899994315962,30.252723268916412
1.95,47.49184270228746,24.648721734887275,30.603658112010898
1.96,44.59396209798582,30.394149552800325,22.042902505036906
1.97,43.32636502463506,30.53683414166003,24.708231496298808
1.98,31.646801810362078,25.505170364277,16.179196894946895
1.99,45.51991838426242,31.230883966857085,26.60356603497226
2.0,33.464374355104866,24.209498266580198,23.5588019847074
2.0100000000000002,38.48898962589363,23.34979993333971,15.90933045052787
2.02,33.937251802972355,25.33742601590183,11.229668861844296
2.0300000000000002,42.08625541268455,21.306463665083825,17.993766333656243
2.04,44.60300040075131,34.839933545120516,22.914698088474005
2.05,40.76584672556209,25.603648379485264,18.335340823100424
2.06,43.24065975655506,17.56229473210444,22.37704691108226
2.07,39.20534369424308,26.0129624255139,24.5823326673896
2.08,42.81226625664763,25.04895331719934,24.034789907693344
2.09,37.90492674724209,19.562226636613467,25.456236951153674
2.1,34.09989388574017,24.644244123744308,25.239496522939326
2.11,37.897335698226115,28.31239428953159,19.715896855050968
2.12,33.51643756952327,23.459213060857756,28.675408811064862
2.13,36.55916993471142,30.64715905258616,18.941076376450155
2.14,41.177886220446396,26.53035692655093,28.916976443649745
2.15,35.08423642001432,14.891565187293125,16.906749055425202
2.16,45.14352978045514,21.532842027947638,23.7950232729738
2.17,34.68075683384384,26.00279178692521,21.226699063703002
2.18,28.968641964307835,26.46224380444981,21.257985210766122
2.19,36.2216955370559,21.908636922756664,19.780193282732526
2.2,33.264240230324035,17.81468270072023,20.053863907731632
2.21,33.55093686619513,22.037387352454704,17.08736857887677
2.22,44.34196202911458,30.41934519514946,20.773817754874884
2.23,47.913366529676175,28.216890316437862,25.507918944136826
2.24,41.90761724592207,15.690327763661783,21.220184097723134
2.25,38.76081121942824,24.921530717513473,20.45944985398129
2.2600000000000002,36.65947761233925,20.914321888700986,23.783637965033762
2.27,41.69904135406105,33.05723164016571,18.760231751223742
2.2800000000000002,25.13246183790501,21.045942970793103,26.489524959120647
2.29,31.76782157975856,22.702902933813988,27.161555168494758
2.3000000000000003,39.70724791952614,27.34034157128548,17.119243520654685
2.31,42.696936032449265,28.000285713887653,13.495157070143781
2.32,43.53871877530299,22.407149127394128,17.502588726350247
2.33,39.60692077457135,23.640927501410232,6.2636144607479824
2.34,33.69010725547632,24.181680447571686,22.96300241861326
2.35,29.82767982751116,15.890599558784388,18.374802444107367
2.36,37.3775616697938,27.781190021681176,16.18572574931606
2.37,38.27970920566636,20.651167606922172,15.893342409240887
2.38,30.872926676458356,29.7362700099361,24.22093061472198
2.39,43.90994718323759,34.69208125005696,17.62885401619092
2.4,35.59821063168638,15.613420002679506,12.701999679644437
2.41,44.086237714523875,27.8750570403557,20.103168359961206
2.42,41.507055097374554,18.10406290885358,19.069390374578838
2.43,32.15766102704294,19.259324783427648,24.14272312276953
2.44,38.84432947763162,12.39649311239587,20.00478109487824
2.45,37.840131467612274,25.885257623634097,16.69115176940606
2.46,42.51586511109879,22.201905131406836,18.77920745487531
2.47,44.52094089902588,15.521031925709725,21.891035782630816
2.48,38.08919921677236,20.418015181764,23.677285026921012
2.49,42.67780194390996,24.305954243395348,26.88327343868628
2.5,36.505157424249525,16.792270671102276,25.145544306575573
2.5100000000000002,43.217195798217986,30.294187296887237,19.545698842451223
2.52,33.65906187357516,16.15913566398616,20.298569695768663
2.5300000000000002,29.514372068279044,23.783737590887256,22.98053389167756
2.54,39.362401946942796,25.889633051262198,11.316692852581815
2.5500000000000003,31.894913845729754,16.746938275808464,14.965329689586305
2.56,35.90280553363655,20.334220466451104,24.689486334879994
2.57,36.01251253800975,21.108195532154078,15.046784002806476
2.58,36.748497902015515,16.2399197912392,26.97358439512712
2.59,34.676188958972176,25.861527517449822,18.35267090805531
2.6,42.39864631432807,15.120121772024099,13.968397625442098
2.61,43.51622519722182,26.631163719828592,20.59078977294851
2.62,26.42952874824584,7.462586072993615,22.723438049477643
2.63,30.501812216325554,15.532039793615994,24.699151613326528
2.64,32.80396722557549,21.392298311212745,21.873608373152223
2.65,38.39822539437644,16.274913351338398,23.334293318948276
2.66,33.70994045122731,12.8635276047996,23.513536470244027
2.67,29.92373906331871,19.396030315367643,25.54536610124064
2.68,29.89341305623491,16.820302561160805,19.451168687319196
2.69,28.45328279178195,26.581898387170806,29.1935161302752
2.7,32.223640371838854,20.842565842147334,20.05722384354293
2.71,41.12010707032799,17.053491867023446,27.69373471275142
2.72,28.216500176099483,25.55963023147088,18.0766476092034
2.73,33.918090620118406,25.82719296073661,13.481662759498947
2.74,36.156166470986285,17.50745027655516,15.335626189222094
2.75,36.76375408867206,16.55260734141833,20.939110329968898
2.7600000000000002,39.29165986661085,21.0631450948923,26.38235168010151
2.77,29.435653810964997,17.975734761014873,31.01928908357029
2.7800000000000002,35.49885876053147,18.260835613028988,15.202184031793198
2.79,35.165919102205486,22.26876653882573,24.189154042556122
2.8000000000000003,33.06562157760961,24.22658357048406,20.388452368861568
2.81,33.618381413504856,23.633042447754086,17.757078197339382
2.82,36.59578802513806,26.62705862772244,24.04531889639682
2.83,36.93797789111174,22.67653828133823,22.909742453686583
2.84,31.38860100229415,15.302634974657632,33.29683003175779
2.85,42.32698565576445,19.671019196127652,29.234652937103533
2.86,28.56616715351943,18.792778847288602,27.115346306194407
2.87,33.051592020361106,18.512801615818503,23.484757570818168
2.88,29.685028799927917,18.56634865048582,19.528360539002854
2.89,34.995413814792585,24.322126518074604,21.21764779509024
2.9,30.90727638195168,21.641259321078135,26.159567569844004
2.91,36.71670341752763,18.192376009634078,21.467065277481257
2.92,31.81698824265726,15.208314921047368,33.26410411369304
2.93,32.03668050367409,20.54398900756219,32.33876324530702
2.94,29.0267347601026,21.87197003026868,18.295651917416084
2.95,33.03667611968547,32.01348796004761,21.945998730939028
2.96,32.71218007156044,20.748257672663755,25.29435513397971
2.97,23.200115650244406,16.412872944464674,26.103280177508204
2.98,41.765802350718545,22.190553117601105,33.868501750845
2.99,25.92560748101369,14.084108275047017,20.554463453352177
3.0,35.13908732600056,14.230917516814776,32.77735838462102
3.0100000000000002,37.14594003358727,14.941299370121214,22.849766208406177
3.02,21.683400332718282,24.875313122076967,33.86972324120717
3.0300000000000002,32.28465463962139,12.611416462630736,25.972977353726975
3.04,40.315041902233986,17.07409122127813,25.8413526709237
3.0500000000000003,37.829018832207325,18.7298274252457,27.006448632875664
3.06,31.64227911341061,14.892012847233822,11.940564188173623
3.0700000000000003,33.081333016004976,11.249489015603569,25.49473794313545
3.08,32.877760876795165,25.627684004113746,29.651847562841205
3.09,34.65625969552441,18.89652693917793,34.66725808739764
3.1,24.54156375066635,19.98872583321556,32.32636574135225
3.11,26.760407666848902,25.25137059475702,29.973218728480088
3.12,26.513210405925715,15.198864104348013,30.771255186760566
3.13,33.54831536613556,25.832838965932567,27.124385836856717
3.14,20.629398722769626,22.42278854313587,29.309425015179535
3.15,29.341015532510706,17.42407684528827,32.04287902640266
3.16,27.473855435319027,17.26735815011696,30.667378871610385
3.17,25.338764490469277,15.145352925605998,28.893858024538464
3.18,34.56319952130238,8.835694695516649,34.83522763588498
3.19,32.37940627731271,25.054420028058527,26.91751812224969
3.2,38.254706804406574,19.276366913434245,21.851213504114245
3.21,35.38217784610113,25.776605988866272,41.65696133549202
3.22,38.34748171678298,23.14533214366581,41.36279879621661
3.23,29.407916598265796,29.16252757811545,28.14619820385495
3.24,26.82568964030532,20.182016823075394,26.790471563172897
3.25,38.3241738723193,32.27613653089069,32.53877303252921
3.2600000000000002,25.048656751887417,13.115149919486237,31.698152902070657
3.27,35.95902148338693,26.391153541977502,23.678049022053106
3.2800000000000002,31.789670633910944,17.454855223723975,30.294596471769133
3.29,21.49104591962131,17.951939090968043,26.14746473076645
3.3000000000000003,27.924807743988268,19.508988678673678,33.380330837551725
3.31,26.04965232749577,20.455304343979613,27.583319532585747
3.3200000000000003,23.606862396912128,30.627688107794246,33.14755297307984
3.33,30.544422857964108,27.865314083873727,40.09222176175709
3.34,27.92666607220564,19.78719579389419,35.2084024974663
3.35,28.235966498064204,18.776187492704242,42.696619520083956
3.36,27.664606002852178,22.317338711099183,32.214136950700976
3.37,27.371099498357157,18.778056152179772,32.11836744658172
3.38,31.75033465384795,20.911652027537826,31.365949727277144
3.39,32.63424310585749,20.192366532933526,37.37492721427999
3.4,19.5817611892635,14.3907946068442,28.800243215065347
3.41,31.239114188705297,22.540198165054413,22.392850461264032
3.42,36.27978374816927,17.259582422797756,35.83175631778121
3.43,21.570681470759684,20.730785250698666,30.07971591439553
3.44,28.04251343309503,15.729566828113507,40.49542016851278
3.45,21.0929125435755,23.58090261431108,38.37250245958542
3.46,26.478912507014726,29.362033857218748,37.412245200626764
3.47,27.889478237490245,13.088384232911583,31.893415907819545
3.48,16.514397635018664,14.765906463501103,35.21436567403762
3.49,32.249278210263405,18.821890701275365,40.04538322847344
3.5,28.52865245513083,22.663734492996348,36.391204790912674
3.5100000000000002,24.794311601431115,29.872985150712765,34.90294859874176
3.52,36.16657995085391,21.10803772194813,33.21347231369623
3.5300000000000002,30.704062395146373,25.734912100813524,32.16467937409478
3.54,20.749962774713275,18.140104726200505,31.632768299480972
3.5500000000000003,27.072433835714776,23.340586397092995,42.324568624479056
3.56,27.081391896755378,19.63666738460863,42.24129514553839
3.5700000000000003,23.724431701527244,20.45504414047609,30.326907214992215
3.58,24.5554325976811,12.251925699853647,44.17305958489457
3.59,29.689568542447283,18.481571392861845,34.015798523651746
3.6,22.68959793796697,14.330249994541834,36.412479787780505
3.61,25.578221540038605,22.240238779435565,35.19431071579126
3.62,33.20151122875574,22.01935713497013,35.897583758545224
3.63,23.981713849744448,24.946606246806816,40.538052104597654
3.64,30.22815768654749,24.966719595102433,28.807746933789435
3.65,17.610002894147243,17.574058350778422,31.18867705988835
3.66,28.092373629923674,17.377485807464126,33.74611764605069
3.67,27.750070619682305,16.450202932259643,39.66996351521226
3.68,18.981997110638698,23.588445006174318,37.8088060109394
3.69,29.67860355263441,19.68181187697776,33.52136967868196
3.7,16.17965069591192,23.933925757577736,41.167002908562
3.71,18.21985319170719,20.62654284802303,28.038407900203907
3.72,29.036967221855395,18.902545458596393,44.0199843564981
3.73,27.76421199434978,22.841575974971633,31.852319220253364
3.74,27.616451572996716,21.85686489564893,44.26301305113566
3.75,16.744641707869548,20.39903245764422,35.93655744106075
3.7600000000000002,21.32952798983047,25.362313620330436,37.44072740995925
3.77,25.84676660690064,22.324929448539866,35.62829048150018
3.7800000000000002,20.614998095919926,19.34427762112095,33.15513286661371
3.79,17.262979844276828,20.072868167088437,46.12541621517991
3.8000000000000003,23.756396008433633,21.28482785426703,40.62192879107449
3.81,21.365906096969304,19.500610069587097,33.474142962547276
3.8200000000000003,31.511811778789227,21.73920053877525,42.50458942052708
3.83,23.261816424350425,20.426978809117088,42.15229789382414
3.84,16.430037526177276,21.9787009481991,44.404764039923116
3.85,24.893007113316045,19.007027558917347,48.41179576140676
3.86,20.67724505069287,24.57884547258132,35.42665542774786
3.87,14.400610652077976,16.943607336688466,41.61783123125625
3.88,27.493342162042346,13.923816336883647,36.813652326815756
3.89,23.159070914283138,27.481193984165436,38.43622206910992
3.9,25.01105912802613,24.09237359559328,36.82981752159473
3.91,23.95203962542264,21.365831683355502,33.93098284983892
3.92,14.021436593146952,21.285005005151216,39.46525161577998
3.93,24.346986470806083,26.491672471557006,36.57728997634421
3.94,24.054683760213766,24.725321075161382,39.239480275037465
3.95,16.08552160247211,31.73368248617192,44.16628624177393
3.96,24.056331611511972,20.522401054345632,38.190018303286976
3.97,23.74849253710339,23.74083066591628,38.7159329287463
3.98,22.438515697446967,27.921923109633692,29.363424965629235
3.99,14.532037474472034,25.041482355853965,38.194972171237
4.0,25.144238374060354,24.24188632448424,48.34852732854817
4.01,13.143051746618488,29.99869539766834,35.07162678355227
4.0200000000000005,18.431052344598555,27.731238094173882,37.69819908843469
4.03,27.27208985936099,21.062001186596262,32.687682664411945
4.04,20.42350360192534,30.927055808170834,43.081455026527266
4.05,18.913837542364853,23.119387688084835,40.2956010945918
4.0600000000000005,13.395819156425286,25.056411840362422,45.21926867103258
4.07,26.560359855265187,27.012870427298658,35.50550927730332
4.08,18.660732375572472,17.82281712192492,47.22148492128363
4.09,25.309322975374748,16.395453611600555,35.405993704746166
4.1,20.193929604648652,14.046661340567844,34.95447284729012
4.11,19.986516556369516,35.0084462978036,38.614715066791376
4.12,17.205949940681375,20.759697102889653,36.18400337946448
4.13,21.16747538412115,23.409332543056294,35.443019172236774
4.14,17.036688043037838,28.346245494740636,44.11277660957626
4.15,21.463881441098764,27.203127267708577,38.6314029062103
4.16,13.03456701230873,25.958421670385547,34.69370847536241
4.17,23.78615148621639,28.972473567217015,40.62275154253833
4.18,16.674937208052743,29.697764141617753,35.385235163431524
4.19,11.961924878684899,21.308568622619834,36.27700417045692
4.2,15.041550763279531,28.049500720490705,40.579382093481954
4.21,20.632372395781253,21.98752154413683,37.95045947729223
4.22,21.026361752543124,25.484079643943637,41.95792966825271
4.23,14.53435483358956,18.96962061744425,36.289567014357175
4.24,16.620997523011873,27.12528941248344,40.86148338093295
4.25,14.344410661253129,21.128224792630903,37.39506043001636
4.26,28.407262790185634,26.602686996565087,35.09770699859509
4.2700000000000005,17.960990761020135,18.418933091167645,30.98189064957261
4.28,20.075556809344665,25.922228550573944,38.083931175977625
4.29,11.667614886627296,16.903117215394214,33.38344038311454
4.3,16.40546345828264,39.544483557600856,36.72802497811503
4.3100000000000005,16.36825527525714,34.67167103472197,33.31598172897099
4.32,27.427882217121056,25.773198951295292,42.45385167283392
4.33,16.8963540570403,16.54008950478716,31.76747535441442
4.34,21.04233048247394,19.584893521865748,39.188970396147845
4.3500000000000005,12.232629005626475,22.693111936526083,40.21249714278023
4.36,16.94421623173508,31.687682387924944,27.79251597437844
4.37,22.987288140344358,33.714389833310605,39.218116371292844
4.38,20.297653809283318,30.0952997282334,40.53939713563243
4.39,16.313224506683408,30.692003286846422,33.864819148994464
4.4,17.11260963158537,34.46609598137346,41.75708276312959
4.41,24.399161816555214,22.54638650935801,40.21781158443413
4.42,7.3975430357075185,27.458608808799852,40.1590357956835
4.43,17.727794653987612,29.06998341433148,42.53395950899518
4.44,23.039696380339137,27.83117082924048,36.9618453070366
4.45,9.691768470289917,25.015034560119854,39.21324848386537
4.46,16.484908602374325,33.83851381351691,33.63110430075582
4.47,13.683731216569454,21.532402957136572,42.20992346498285
4.48,17.40132602246357,24.737397808264888,26.09363297123916
4.49,19.13182765657393,25.090713055927985,40.69407271254276
4.5,17.35798399432359,29.285928287954306,41.43003423115805
4.51,24.35106590030231,27.555807696724717,32.574310679842114
4.5200000000000005,22.017901786995317,29.113527751117154,34.99691155919821
4.53,15.431622980634035,24.567416818672037,30.53000515776611
4.54,20.487660395108954,24.96627909719133,19.591545763121267
4.55,20.369229785167356,36.01917636788013,38.15596800065232
4.5600000000000005,20.048538902959876,34.896072738453505,21.946187633545684
4.57,18.287288856412506,24.678660641509335,23.40478591313364
4.58,16.21848653187233,22.96373730340494,29.798874321131255
4.59,16.905301935061722,31.739293337359022,38.4807938339888
4.6000000000000005,9.040239376293485,35.33204224955566,36.411289021403704
4.61,17.962887907242376,24.970710803551395,32.29547299713238
4.62,23.410401601689315,32.42707699394324,40.45840278568841
4.63,11.18627265337837,24.206345598091303,33.345711703419184
4.64,8.779012130630335,27.81066123703338,28.53420958754706
4.65,22.618934165631735,30.040365939659406,35.20646750829478
4.66,12.166994664916736,34.56945701916732,36.4170411038249
4.67,20.181882357736864,31.374397772889914,27.50413521627558
4.68,21.15640115930668,19.61157360384314,38.33872469976531
4.69,16.71058540249748,36.246236064006446,20.006347935754462
4.7,22.166589117641568,35.057624111620264,23.39020580978827
4.71,24.619348025588064,33.490423938775066,35.872034618256194
4.72,19.476067022058338,19.464787765423914,25.97155736654221
4.73,10.766826322866635,30.808417080459733,25.061790561999704
4.74,16.970667942220846,32.935743609973265,33.06275991726054
4.75,15.020945895025578,33.27442187948926,31.93269691091685
4.76,15.03766435485051,37.952529229638415,23.642027966858212
4.7700000000000005,13.873538077595423,30.648565555923796,32.67494582070926
4.78,14.32663792923298,32.97209094324435,34.4348667323088
4.79,22.582921978413196,37.10780154755904,34.68626788458167
4.8,13.628005392452403,40.22935704559711,30.590632833463488
4.8100000000000005,16.391186779696785,35.809477301937775,19.292013986992497
4.82,25.922881186337005,27.483098259056668,25.697576539444427
4.83,17.072522520351875,26.410973849610173,9.970315000468563
4.84,16.545249619743725,43.02321961440847,32.4910091658245
4.8500000000000005,17.392760848166528,31.558604677315884,35.85952995094485
