Time (s),Temperature (C)
1.78,58.496553768318236
1.79,56.20387145351004
1.8,57.492310123816885
1.81,57.22523963487929
1.82,56.997218988694655
1.83,56.28646764613545
1.84,57.64621697876409
1.85,54.858341166077444
1.86,57.60485422281356
1.87,57.82311498444861
1.8800000000000001,59.10653754213135
1.8900000000000001,57.412425528008015
1.9000000000000001,58.71844490178944
1.9100000000000001,57.671430693417214
1.92,58.39563149541131
1.93,60.11454396340398
1.94,58.522849890628564
1.95,60.97123192955527
1.96,58.37418643906064
1.97,60.44980122941917
1.98,60.94344421281106
1.99,61.58089762770078
2.0,59.12545401278409
2.0100000000000002,61.04204539319476
2.02,60.44451413291772
2.0300000000000002,60.13545607809206
2.04,60.44419234642851
2.05,62.77942153820381
2.06,61.4313420976398
2.07,61.69423079773098
2.08,61.92073989535119
2.09,62.88625803788194
2.1,63.51800600878031
2.11,63.13834216042844
2.12,62.02780617693033
2.13,62.39359263456488
2.14,60.964393967784886
2.15,61.49993411519847
2.16,62.976713441358484
2.17,62.92746350130172
2.18,63.62435087888281
2.19,64.50159411250698
2.2,63.116220984248066
2.21,60.86571930706393
2.22,64.9777731631929
2.23,65.07195728288937
2.24,66.22758359964232
2.25,65.13188238792523
2.2600000000000002,64.83251530588643
2.27,64.53122348535392
2.2800000000000002,65.04731898093878
2.29,65.15116079256082
2.3000000000000003,64.90674332723212
2.31,64.85070562993259
2.32,63.620989504527365
2.33,64.57324765617105
2.34,63.43067195394575
2.35,67.28451820444985
2.36,64.12119197601817
2.37,64.89991915548285
2.38,66.95238663794544
2.39,66.22601251017144
2.4,66.87419012417632
2.41,65.81824933915775
2.42,65.94365057741737
2.43,65.12725875087428
2.44,66.92705324941372
2.45,68.3609674786056
2.46,66.85315230255357
2.47,67.70536084219546
2.48,66.88223682284303
2.49,66.38310349195942
2.5,68.91303398449261
2.5100000000000002,66.6328541919832
2.52,70.25139499104313
2.5300000000000002,67.06517600742089
2.54,68.91839758403941
2.5500000000000003,68.84861010198793
2.56,68.5638311292706
2.57,67.68713605501796
2.58,68.39682481044072
2.59,69.48599392357903
2.6,69.68709160544535
2.61,69.45767745386362
2.62,69.00558240585715
2.63,68.93991439457197
2.64,69.0361702390384
2.65,69.07101044587412
2.66,68.51658050108193
2.67,69.69868838381417
2.68,69.95232915760438
2.69,69.89456380108791
2.7,70.31285449979518
2.71,71.1765515288528
2.72,70.60393979308671
2.73,70.51582668639595
2.74,70.53105222541313
2.75,72.19774058737593
2.7600000000000002,70.20555956199591
2.77,70.849007155692
2.7800000000000002,70.40965714287849
2.79,71.33945399523311
2.8000000000000003,72.33547882345763
2.81,71.76535029765283
2.82,70.91645206340169
2.83,69.20139241650634
2.84,69.39509687753124
2.85,68.07187164229006
2.86,68.78056601531848
2.87,68.87587517093229
2.88,66.96482237972111
2.89,69.32158629940366
2.9,67.75193812926788
2.91,66.50250909324983
2.92,64.5711298969931
2.93,66.2028394099209
2.94,62.58521934671829
2.95,64.92427433976803
2.96,63.51851388826218
2.97,65.08162963226833
2.98,60.913173297279414
2.99,62.24627898485495
3.0,62.91521555880003
3.0100000000000002,60.05148394983365
3.02,61.1629329429508
3.0300000000000002,62.654478078649376
3.04,59.763299791644684
3.0500000000000003,59.774780886166816
3.06,59.00252505634716
3.0700000000000003,59.004343008584925
3.08,58.06229326999234
3.09,57.642203231361634
3.1,58.84901986923072
3.11,55.65830616969278
3.12,57.41219327306008
3.13,54.1530141128459
3.14,53.636190997719766
3.15,53.92611727794569
3.16,55.138987914173825
3.17,54.055051098407446
3.18,53.101998055433114
3.19,52.417089576000976
3.2,51.97317497048934
3.21,53.01596319350634
3.22,50.074565021153205
3.23,50.26601979838188
3.24,50.61459418582898
3.25,48.12183325940903
3.2600000000000002,49.562927078335214
3.27,51.07580697241653
3.2800000000000002,48.27432810257703
3.29,48.33770316003341
3.3000000000000003,47.95494825702681
3.31,47.17551682506048
3.3200000000000003,46.91540775606062
3.33,45.6660502841267
3.34,45.54808063824892
3.35,44.14316265802553
3.36,44.73093589526836
3.37,45.54327050526682
3.38,42.19980958851981
3.39,41.46269719593969
3.4,42.75258368910576
3.41,43.09186943590507
3.42,39.07926044173972
3.43,41.015603186639254
3.44,42.44045657112672
3.45,40.48561420614544
3.46,38.032775192502655
3.47,38.39324840011187
3.48,39.39131762783839
3.49,39.05504184649686
3.5,37.216147368737914
3.5100000000000002,38.655738295936885
3.52,36.59917507478341
3.5300000000000002,35.29721752545126
3.54,35.435639006297066
3.5500000000000003,35.00102138686516
3.56,32.84743617439376
3.5700000000000003,33.336899183897685
3.58,33.76892447888932
3.59,35.6112659935488
3.6,33.802002121617065
3.61,32.428454196934716
3.62,32.53925238158108
3.63,31.72542243392551
3.64,31.093117365271667
3.65,32.030788802141686
3.66,30.131779851399166
3.67,28.621990438448535
3.68,30.64620872212831
3.69,29.028007136494217
3.7,29.099494638255006
3.71,28.29728110941641
3.72,27.938579636243546
3.73,28.464019799498722
3.74,26.75309306211939
3.75,25.822041625917805
3.7600000000000002,26.723087385310595
3.77,25.579418452853947
3.7800000000000002,24.831585353850684
3.79,24.882036898049133
3.8000000000000003,23.10112500752995
3.81,23.69096712354846
3.8200000000000003,24.495610768318187
3.83,21.418156907640288
3.84,20.095531540880934
3.85,21.535700725959714
3.86,19.61873965885793
3.87,19.081020213127818
3.88,18.11594617534837
3.89,17.471025969665405
3.9,20.097168271276285
3.91,18.369965592245766
3.92,18.2808792927929
3.93,17.224717092449758
3.94,17.82469961742748
3.95,16.52851183438508
3.96,15.824604041337688
3.97,16.31753348240823
3.98,15.496762646663676
3.99,13.115350061124833
4.0,14.407944817538166
4.01,14.834636443663406
4.0200000000000005,13.485293381542387
4.03,11.891434104276781
4.04,11.88430491162153
4.05,11.482010037776874
4.0600000000000005,12.086429163758517
4.07,10.623470075672262
4.08,11.236739459059454
4.09,11.105375022290104
4.1,9.81733825309432
4.11,10.932689715286209
4.12,9.31589163259337
4.13,9.527104849775402
4.14,8.992497033105966
4.15,9.2786239676226
4.16,7.608118007443796
4.17,5.939704305901429
4.18,6.2262091686079675
4.19,6.650454770195957
4.2,6.201161264289954
4.21,3.55867585381044
4.22,6.556542923921798
4.23,5.576867496434987
4.24,6.535793679562756
4.25,4.069287171143065
4.26,4.641444381314525
4.2700000000000005,5.0152276204006085
4.28,5.255936771571706
4.29,2.719410549855878
4.3,5.516478207563706
4.3100000000000005,5.971216836368638
4.32,3.868190679501243
4.33,3.3618677440510325
4.34,3.5705561024079007
4.3500000000000005,3.8224128060202194
4.36,4.842569714325508
4.37,5.7921576052738875
4.38,4.129741893098217
4.39,5.280002303782913
4.4,4.731788952583134
4.41,4.153545947311928
4.42,4.798440144219937
4.43,4.862392915157782
4.44,4.6517465107623295
4.45,6.052211573321287
4.46,3.4952919507320033
4.47,3.908717589067594
4.48,5.543412860131989
4.49,3.46005148117022
4.5,4.301024109013955
4.51,3.939034381378395
4.5200000000000005,4.200377890565232
4.53,2.740086570589286
4.54,4.588264634680671
4.55,3.413994906306778
4.5600000000000005,3.5619930993827467
4.57,3.8507879646321292
4.58,4.591231419078646
4.59,5.401876766807405
4.6000000000000005,4.2218069784928804
4.61,3.165138086121525
4.62,4.147708393441599
4.63,2.841423094550894
4.64,3.6629912954541197
4.65,2.460056918475388
4.66,4.694632090743923
4.67,4.454964504172393
4.68,3.8415464128689685
4.69,3.0408614770907114
4.7,3.9875708568021793
4.71,2.489005538063136
4.72,2.5773918096893844
4.73,0.49454621775850605
4.74,4.276152607705088
4.75,2.6302844502221507
4.76,3.1482263219679147
4.7700000000000005,2.0439498780010155
4.78,4.694236745960911
4.79,2.7384911134746783
4.8,2.7314094728955265
4.8100000000000005,2.408990851285454
4.82,2.1911196292349633
4.83,1.6623054594841644
4.84,1.912124274510635
4.8500000000000005,0.9038061275748035
4.86,2.2863748355899443
4.87,1.8489347860349241
4.88,2.887250885686985
4.89,4.2617669086203485
4.9,3.5906330086767575
4.91,1.6477884475926405
4.92,2.816459233589079
4.93,2.757301852390139
4.94,2.2082473200041584
4.95,2.572315075441388
4.96,2.770586961442188
4.97,1.4688877377922758
4.98,1.6473027092746957
4.99,1.4491575523483622
5.0,3.504895526478686
5.01,2.629018620504464
5.0200000000000005,4.047290693964136
5.03,1.5582954123768165
5.04,2.087903185830802
5.05,0.20701701781896986
5.0600000000000005,2.0132926931537423
5.07,0.5004317138401717
5.08,2.292662580052454
5.09,3.4110737405724407
5.1000000000000005,2.1160313069309034
5.11,-0.6087033463990963
5.12,2.718087638030445
5.13,1.0296292219284826
5.14,3.4160649173462936
5.15,0.3337476890706821
5.16,2.2755471573247625
5.17,3.0671578987475154
5.18,2.9740237547234845
5.19,4.07114711573732
5.2,2.1592785116771136
5.21,2.7864994518915296
5.22,0.574058276226566
5.23,2.4361682628191303
5.24,2.270027805689418
5.25,3.87918582415624
5.26,0.4128249533499968
5.2700000000000005,-0.04035581942343747
5.28,2.0032299449248896
5.29,1.7441419911906184
5.3,1.7596149932934129
5.3100000000000005,1.8645364492664651
5.32,1.5451854186507354
5.33,1.0728536372838295
5.34,2.5460058943286548
5.3500000000000005,2.822574889458444
5.36,3.3830537838674353
5.37,1.6510633450013614
5.38,4.2731294411766605
5.39,-0.5046489574382864
5.4,2.5522828441397003
5.41,1.2239864814131103
5.42,4.170464403877702
5.43,4.207609878936166
5.44,3.5976808614511437
5.45,1.0654355999071132
5.46,1.8264839375963433
5.47,3.123369228949109
5.48,3.4617904888965256
5.49,1.1312713426763867
5.5,0.9437471035773761
5.51,0.04197984534004995
5.5200000000000005,1.520378275053904
5.53,2.169403787250321
5.54,1.2507933833160614
5.55,1.0485548654022026
5.5600000000000005,2.0718512033887624
5.57,2.811761593404306
5.58,0.8890114716403215
5.59,1.6565775212834595
5.6000000000000005,1.1890401924544989
5.61,0.9648242914373562
5.62,4.363774081020084
5.63,2.073943494734843
5.64,0.7163031487867393
5.65,1.9982167802383515
5.66,3.7391413633665778
5.67,0.6846710497078732
5.68,1.6398502821732688
5.69,0.9380504668535554
5.7,-0.58477866530502
5.71,2.5210995004715464
5.72,2.4095270859258235
5.73,2.9743792231496258
5.74,3.3343665662278
5.75,2.278519170300223
5.76,2.4839312578004744
5.7700000000000005,3.9250918513959654
5.78,1.651562086918517
5.79,2.0479585563140503
5.8,1.1779803680004513
5.8100000000000005,2.557204539004447
5.82,1.4546104088648164
5.83,2.0502226788683515
5.84,2.396956126195523
5.8500000000000005,0.5108340155877933
5.86,2.4348727372416334
5.87,-0.6311489082058372
5.88,4.358801544640617
5.89,0.7860181602886378
5.9,1.6568525942994619
5.91,1.4735038236935694
5.92,2.0262488034892385
5.93,1.0520051324988842
5.94,3.507228117960814
5.95,1.3967504495741068
5.96,1.9418636920512888
5.97,2.632308566054501
5.98,2.476460870286868
5.99,1.3571143363082676
6.0,2.8077888075808097
6.01,2.10452225905766
6.0200000000000005,2.7538304499157036
6.03,2.7652948884410264
6.04,3.5435757860489296
6.05,2.3269307112453745
6.0600000000000005,3.06862692418823
6.07,2.748896226030052
6.08,2.4662434989309574
6.09,2.9451988355799124
6.1000000000000005,1.6393660849880902
6.11,3.4030540660470194
6.12,3.9689403996990293
6.13,2.989042258354946
6.140000000000001,1.8476549532400206
6.15,1.6222100928354273
6.16,3.3475254119859486
6.17,2.8552024288526106
6.18,2.30802128921464
6.19,1.0965908963066937
6.2,2.6245174616433466
6.21,2.4931330265752827
6.22,2.813790783667365
6.23,1.819764427033526
6.24,3.1349563073417066
6.25,2.931142033715574
6.26,4.232040996127296
6.2700000000000005,0.7353515728534852
6.28,2.8309206417359576
6.29,3.3588321362867255
6.3,1.7376069534410057
6.3100000000000005,2.6230222081891057
6.32,2.3500598616864963
6.33,2.36737856562927
6.34,4.94622668368023
6.3500000000000005,2.6029521791711794
6.36,2.158329588871606
6.37,2.5882897980727435
6.38,1.3589698919917055
6.390000000000001,1.0580129160462768
6.4,2.641548121611404
6.41,1.261955774840633
6.42,3.5446144015771353
6.43,3.4245459388169586
6.44,2.9700007292215034
6.45,1.225515879651038
6.46,1.1691087548170032
6.47,2.3371884537939778
6.48,2.6015915662228757
6.49,3.8417661516500985
6.5,3.049993515246989
6.51,2.381510782058321
6.5200000000000005,3.843542974341055
6.53,3.115935979021259
6.54,4.936562702867217
6.55,1.4729068041050262
6.5600000000000005,4.260833851132869
6.57,2.5362122948096655
6.58,3.0192662882497316
6.59,3.941858957353702
6.6000000000000005,3.645673407701956
6.61,1.9441870523024676
6.62,2.2220122612206126
6.63,3.0620556495808913
6.640000000000001,3.898903771071012
6.65,3.618747451765092
6.66,2.3700118931307443
6.67,3.6365606466747735
6.68,1.565243018952902
6.69,2.561634670581558
6.7,-0.8501472637315572
6.71,4.540394880015469
6.72,3.257375421687854
6.73,3.5780254791771533
6.74,2.5278086015522163
6.75,3.9372400419605
6.76,3.3226372869755743
6.7700000000000005,4.036617409274591
6.78,3.1741987735369044
6.79,1.6440404147709842
6.8,2.71001445088735
6.8100000000000005,2.989586971112729
6.82,2.3152950019040333
6.83,5.061902625109916
6.84,2.5520447131622
6.8500000000000005,1.8135470767481578
6.86,2.4473690225740334
6.87,4.7371994205353545
6.88,2.941112173465534
6.890000000000001,3.5895818915561577
6.9,3.755731748195
6.91,2.9529879036732254
6.92,2.933038025674282
6.93,1.5450834805969507
6.94,4.903916624408257
6.95,4.204506714657725
6.96,6.675401030945395
6.97,3.884961881749099
6.98,3.2414508254436
6.99,3.1289379776111517
7.0,2.7975273451741387
7.01,2.4009578547736794
7.0200000000000005,3.4399512346977836
7.03,4.425493545870843
7.04,4.325604283441898
7.05,3.655629522134607
7.0600000000000005,4.5933175336784196
7.07,2.990097739960664
7.08,2.714252461918896
7.09,4.351732970398423
7.1000000000000005,3.605934739820764
7.11,5.508386444037942
7.12,2.550065989532122
7.13,2.280175311949712
7.140000000000001,4.021659658786074
7.15,2.068118936183499
7.16,6.385979965891664
7.17,3.5987296656583148
7.18,4.902707359196004
7.19,5.383046962662526
7.2,4.662151906952847
7.21,5.130515792354718
7.22,5.335817219315302
7.23,4.594762384670773
7.24,2.7298185279401537
7.25,5.638048094073284
7.26,4.711916785101842
7.2700000000000005,4.0088365616852215
7.28,4.070628276701729
7.29,6.195397480160004
7.3,3.10189364151314
7.3100000000000005,4.752135198011121
7.32,6.097585979332841
7.33,5.781294226408388
7.34,3.0781059896852554
7.3500000000000005,6.7533028494064204
7.36,5.958754123868886
7.37,4.07470831729038
7.38,4.528106834348417
7.390000000000001,5.6122620252096596
7.4,3.748754640401298
7.41,5.9598848132815085
7.42,6.942462952456292
7.43,5.715504296674663
7.44,5.518408461841716
7.45,4.526681183198772
7.46,7.062280867775268
7.47,5.203785007708063
7.48,4.887217585618622
7.49,6.3833406209186805
7.5,5.751603563164419
7.51,6.152893668489543
7.5200000000000005,5.709555400262474
7.53,3.2697470473307355
7.54,5.17502772908048
7.55,6.602966132183489
7.5600000000000005,5.448078474313093
7.57,6.058469122961707
7.58,4.9684553720359865
7.59,6.880025113669607
7.6000000000000005,6.115201788672572
7.61,6.329346281275434
7.62,6.2707703077148835
7.63,6.93228148183
7.640000000000001,5.381998151442186
7.65,7.4288413993410565
7.66,4.364289593666594
7.67,6.330004727929239
7.68,5.96558321025304
7.69,5.738868967486855
7.7,6.658333231474078
7.71,6.644155886911214
7.72,6.293765350879685
7.73,5.819208936262687
7.74,6.840617219749802
7.75,6.977955245553066
7.76,7.398543346744102
7.7700000000000005,4.705281553194752
7.78,7.997596732251367
7.79,6.428237695798799
7.8,7.932858474468812
7.8100000000000005,7.218724151296197
7.82,6.209249985349707
7.83,7.296207099436412
7.84,5.533424614416951
7.8500000000000005,5.428405447708908
7.86,7.241502198161115
7.87,7.508582755883445
7.88,5.0254210327852284
7.890000000000001,7.783804602832586
7.9,5.161248994936155
7.91,7.929447452798719
7.92,8.064552608392358
7.930000000000001,8.60268500123777
7.94,8.338233858526674
7.95,6.663382864226179
7.96,4.779327484725055
7.97,7.132567078983957
7.98,6.505340142772162
7.99,6.660073711424975
8.0,5.749041357987508
8.01,8.292142006418821
8.02,7.0730284954582885
8.03,7.6014323142486475
8.040000000000001,7.231269660046298
8.05,7.151027035487857
8.06,8.618893707232484
8.07,6.199869905248736
8.08,6.693818349108039
8.09,8.280552428799336
8.1,6.708303913195941
8.11,7.9483711244182835
8.120000000000001,7.430385317036134
8.13,4.119139948566605
8.14,6.1632609959816875
8.15,7.866800592872096
8.16,7.292344800350072
8.17,7.236878278636585
8.18,5.832414716103866
8.19,9.263895390405661
8.2,6.722129838688556
8.21,6.963601612608624
8.22,5.599558715079404
8.23,7.287735232330441
8.24,7.832647236267409
8.25,7.536891094019595
8.26,6.166129748825799
8.27,7.414819172079483
8.28,6.461810527916903
8.290000000000001,7.214799842114292
8.3,7.537389004992466
8.31,8.324350820147213
8.32,6.986202283208158
8.33,7.8129515486611645
8.34,6.828566000944761
8.35,5.846652258077793
8.36,4.824284789632227
8.370000000000001,6.288974351808058
8.38,8.740951458775307
8.39,7.7288770405198655
8.4,7.749937364087966
8.41,7.6930782959903645
8.42,5.5148767766079345
8.43,7.729281299949797
8.44,6.713779982263556
8.45,8.967351812628348
8.46,6.942196379268982
8.47,6.6114108433300345
8.48,9.187048885312766
8.49,6.146324442962751
8.5,9.30459776740365
8.51,6.0966842213581
8.52,5.647800639326835
8.53,7.578447835295041
8.540000000000001,8.481716437531013
8.55,8.728291286118157
8.56,6.550163905441551
8.57,7.337976879817457
8.58,7.650437284741152
8.59,7.075596395826491
8.6,8.512329762797002
8.61,7.089770686198257
8.620000000000001,7.177501812955132
8.63,7.798605523389572
8.64,4.17502017484318
8.65,7.988482999680372
8.66,5.695697328253015
8.67,6.447405971720816
8.68,8.356062062499163
8.69,6.391262492320259
8.700000000000001,7.251615652105887
8.71,6.456559516433867
8.72,6.667797845379166
8.73,8.093271192396397
8.74,6.27280102421161
8.75,8.090734658228698
8.76,6.304208533863111
8.77,7.2758419094121365
8.78,6.626397282551892
8.790000000000001,6.7630812967151925
8.8,5.965190197302956
8.81,5.734058870294607
8.82,7.736986554940039
8.83,5.869274576714993
8.84,7.772669373043314
8.85,7.025956767222585
8.86,6.037093956481073
8.870000000000001,4.25888636612933
8.88,7.695456232627716
8.89,5.73654008379598
8.9,5.866025873720275
8.91,7.44358285785021
8.92,6.910462072544002
8.93,4.987222820513322
8.94,6.385512174988783
8.950000000000001,7.660183425897575
8.96,7.4469582961267164
8.97,7.099533135144963
8.98,7.134000247111532
8.99,5.703520664575997
9.0,5.059864530210167
9.01,5.083089786866815
9.02,5.545024974488204
9.03,5.9982202688063015
9.040000000000001,6.7587132047134375
9.05,7.13265282038768
9.06,7.151526313194935
9.07,6.950852506362935
9.08,5.111532591744615
9.09,4.569009401805937
9.1,7.171345223857536
9.11,5.723288744540913
9.120000000000001,4.14922734485366
9.13,5.185939558666078
9.14,4.228389194574204
9.15,4.730600139223046
9.16,5.939849108253966
9.17,4.514520323237591
9.18,7.012112846006559
9.19,6.3779285730858195
9.200000000000001,7.452395367332317
9.21,6.170807098025616
9.22,7.488871654879855
9.23,5.024547364600611
9.24,6.497704847879454
9.25,4.902376322910142
9.26,4.971571985440406
9.27,5.733583341486398
9.28,5.7658361003572765
9.290000000000001,5.501914668577218
9.3,4.920102069155893
9.31,6.550512519505769
9.32,5.364959364949559
9.33,4.427420479274517
9.34,6.751896189976929
9.35,4.94178216023073
9.36,4.157634217266439
9.370000000000001,4.684552194030029
9.38,5.913471097069618
9.39,4.735509779351876
9.4,4.343981252670439
9.41,6.73912030963225
9.42,5.509865519298657
9.43,3.279674523309314
9.44,1.833757310275594
9.450000000000001,3.970380817140832
9.46,4.299555546314009
9.47,5.224935680498875
9.48,3.8956183454506323
9.49,5.427558257401472
9.5,5.902461336904892
9.51,3.8823634945920666
9.52,4.424947094653723
9.53,6.260880023178146
9.540000000000001,4.348644934462627
9.55,5.842178942494634
9.56,5.175078332143489
9.57,5.208396304335727
9.58,4.742185576132952
9.59,4.067930418196372
9.6,5.207830745555711
9.61,3.820170053713209
9.620000000000001,5.032380806945497
9.63,5.270574538476465
9.64,5.789408545014954
9.65,2.903346858563193
9.66,5.306986711538574
9.67,5.322537453209367
9.68,4.531510824989846
9.69,6.351653482935426
9.700000000000001,4.311645801248918
9.71,3.446890991094122
9.72,7.345615004823607
9.73,3.345170053542768
9.74,3.3149887853162507
9.75,3.7286523778392926
9.76,6.024789496299622
9.77,3.0004899981166133
9.78,3.4425264782812626
9.790000000000001,5.232242624881595
9.8,4.2496489831466135
9.81,3.8658443680422216
9.82,3.895356969720325
9.83,4.625401143296671
9.84,2.971550203502945
9.85,3.6872390407762676
9.86,4.209166583355795
9.870000000000001,3.373517108748473
9.88,2.6358980595395707
9.89,3.1204588417728445
9.9,2.03260156044548
9.91,2.369269284789251
9.92,3.5404697121950512
9.93,3.1049781542107198
9.94,3.9080849815573053
9.950000000000001,2.3980076148872858
9.96,3.4691095709131368
9.97,3.3922204171014663
9.98,3.7917245749652118
9.99,2.7856188037935325
10.0,3.5707216229342933
10.01,1.9218420459772307
10.02,0.8276657458311263
10.03,4.644003624209407
10.040000000000001,3.057977150476301
10.05,4.423746047120062
10.06,2.7409765208581955
10.07,5.493659488878414
10.08,3.7981994416803104
10.09,5.563570204471969
10.1,5.253055440601699
10.11,1.418291309824303
10.120000000000001,5.064167458529605
10.13,4.80255071072056
10.14,5.358850436877489
10.15,4.231631293978463
10.16,3.5952040487147485
10.17,4.091823261076881
10.18,2.3521007137846652
10.19,2.661136671258051
10.200000000000001,3.6048614744466363
10.21,3.8877207392757285
10.22,3.426887505690745
10.23,3.867296914234865
10.24,1.8424318685610466
10.25,3.422296027825997
10.26,1.6764357486124055
10.27,2.3067118266206172
10.28,3.212235169543886
10.290000000000001,3.0474434098076877
10.3,2.3123543447577273
10.31,2.660203623443131
10.32,3.2779764469047983
10.33,3.8334240571439526
10.34,4.853625547759542
10.35,2.402871906759742
10.36,4.52413912968256
10.370000000000001,2.482005986758873
10.38,2.4638601393758606
10.39,1.1871531209123045
10.4,3.3916051181777753
10.41,2.5036260839591815
10.42,2.999364016336294
10.43,2.8223260228795493
10.44,3.508405796349434
10.450000000000001,3.1991302338973373
10.46,2.371029042940574
10.47,3.457866410605437
10.48,2.925830421283674
10.49,4.397008772961351
10.5,3.2245763897598483
10.51,3.1360857235429602
10.52,3.9106125203579545
10.53,3.6113186604526994
10.540000000000001,4.980353208098766
10.55,3.6223255813541986
10.56,1.4988488861752174
10.57,2.789585719339062
10.58,1.6858041759675793
10.59,2.6253733846945586
10.6,4.695552537172004
10.61,2.878722194350358
10.620000000000001,3.772872593993135
10.63,3.5999182910098426
10.64,2.587497611980364
10.65,3.9292683878546306
10.66,2.389272162817919
10.67,2.724559070371651
10.68,3.0123595657313835
10.69,3.575300155886115
10.700000000000001,1.2378228088425605
10.71,3.5569871244132383
10.72,2.68125965106152
10.73,2.194362160646559
10.74,4.879160586377285
10.75,2.9344354681240077
10.76,3.883117299868962
10.77,2.84589571904141
10.78,3.5657435743194164
10.790000000000001,1.7407965122101245
10.8,2.584812218289109
10.81,4.704142983597775
10.82,3.1884961785514445
10.83,2.2393678114380595
10.84,2.909744390000922
10.85,3.357378242180868
10.86,1.982285308913509
10.870000000000001,4.862029986633599
